file,family,num_jobs,num_mchs,size,unique_routes,route_diversity_ratio,top_route_count,top_route_share,mean_position_entropy_norm,min_position_entropy_norm,mean_abs_pairwise_bias,max_abs_pairwise_bias,deterministic_pair_ratio,adjacent_edge_density,transitive_edge_density,bidirectional_pair_ratio,one_direction_pair_ratio,family_size
la22,la,15,10,15x10,15,1.0,1,0.06666666666666667,0.827270669399463,0.6641440951262363,0.11185185185185183,0.23333333333333334,0.0,0.8555555555555555,1.0,1.0,0.0,la_15x10
la23,la,15,10,15x10,15,1.0,1,0.06666666666666667,0.8725358606130786,0.7444187606366313,0.09999999999999998,0.30000000000000004,0.0,0.7222222222222222,1.0,1.0,0.0,la_15x10
la24,la,15,10,15x10,15,1.0,1,0.06666666666666667,0.8518057428868524,0.8095438407134888,0.06592592592592592,0.23333333333333334,0.0,0.8333333333333334,1.0,1.0,0.0,la_15x10
la25,la,15,10,15x10,15,1.0,1,0.06666666666666667,0.8393118692260224,0.6792936805597738,0.10296296296296295,0.3666666666666667,0.0,0.7666666666666667,1.0,1.0,0.0,la_15x10
la26,la,20,10,20x10,20,1.0,1,0.05,0.8947109916027326,0.8227770563586417,0.06888888888888889,0.25,0.0,0.9111111111111111,1.0,1.0,0.0,la_20x10
la27,la,20,10,20x10,20,1.0,1,0.05,0.873978397281957,0.7665546248849068,0.08888888888888889,0.25,0.0,0.9,1.0,1.0,0.0,la_20x10
la28,la,20,10,20x10,20,1.0,1,0.05,0.8782226478916767,0.8494850021680094,0.06555555555555556,0.15000000000000002,0.0,0.9222222222222223,1.0,1.0,0.0,la_20x10
la29,la,20,10,20x10,20,1.0,1,0.05,0.8962255962413126,0.8025331207656888,0.1111111111111111,0.35,0.0,0.8666666666666667,1.0,1.0,0.0,la_20x10
la30,la,20,10,20x10,20,1.0,1,0.05,0.9022461961545922,0.8455014345089481,0.10444444444444442,0.30000000000000004,0.0,0.8888888888888888,1.0,1.0,0.0,la_20x10
la31,la,30,10,30x10,30,1.0,1,0.03333333333333333,0.9161853427796217,0.8812416301059762,0.06074074074074072,0.16666666666666663,0.0,0.9666666666666667,1.0,1.0,0.0,la_30x10
la32,la,30,10,30x10,30,1.0,1,0.03333333333333333,0.9116173002962104,0.857255966185455,0.0622222222222222,0.16666666666666663,0.0,1.0,1.0,1.0,0.0,la_30x10
la33,la,30,10,30x10,30,1.0,1,0.03333333333333333,0.926795559350213,0.8601708803272391,0.057037037037037025,0.2,0.0,0.9777777777777777,1.0,1.0,0.0,la_30x10
la34,la,30,10,30x10,30,1.0,1,0.03333333333333333,0.9477730345894584,0.8888164228227451,0.06370370370370369,0.19999999999999996,0.0,1.0,1.0,1.0,0.0,la_30x10
la35,la,30,10,30x10,30,1.0,1,0.03333333333333333,0.923755955079326,0.8345315880351487,0.07259259259259257,0.19999999999999996,0.0,0.9666666666666667,1.0,1.0,0.0,la_30x10
la36,la,15,15,15x15,15,1.0,1,0.06666666666666667,0.8221902118847385,0.714096805935705,0.10126984126984126,0.3666666666666667,0.0,0.6523809523809524,1.0,1.0,0.0,la_15x15
la37,la,15,15,15x15,15,1.0,1,0.06666666666666667,0.7758571953774067,0.6995114137701448,0.1063492063492063,0.3666666666666667,0.0,0.6142857142857143,1.0,1.0,0.0,la_15x15
la38,la,15,15,15x15,15,1.0,1,0.06666666666666667,0.8218891341407271,0.7482245425770139,0.10571428571428569,0.3,0.0,0.638095238095238,1.0,1.0,0.0,la_15x15
la39,la,15,15,15x15,15,1.0,1,0.06666666666666667,0.8025723232955417,0.7140968059357051,0.1165079365079365,0.30000000000000004,0.0,0.6571428571428571,1.0,1.0,0.0,la_15x15
la40,la,15,15,15x15,15,1.0,1,0.06666666666666667,0.7606315857551571,0.6866301128363197,0.11904761904761904,0.3666666666666667,0.0,0.6238095238095238,1.0,1.0,0.0,la_15x15
orb01,orb,10,10,10x10,10,1.0,1,0.1,0.6112718871132363,0.4096910013008056,0.331111111111111,0.5,0.28888888888888886,0.5888888888888889,0.8555555555555555,0.7111111111111111,0.28888888888888886,orb_10x10
orb02,orb,10,10,10x10,10,1.0,1,0.1,0.6989300622663355,0.44717262228329563,0.15999999999999998,0.4,0.0,0.6666666666666666,1.0,1.0,0.0,orb_10x10
orb03,orb,10,10,10x10,9,0.9,2,0.2,0.5063108071110707,0.45814600780483383,0.38444444444444453,0.5,0.6,0.4,0.7,0.4,0.6,orb_10x10
orb04,orb,10,10,10x10,10,1.0,1,0.1,0.7327034632202597,0.14118174150460758,0.19333333333333327,0.5,0.15555555555555556,0.6777777777777778,0.9222222222222223,0.8444444444444444,0.15555555555555556,orb_10x10
orb05,orb,10,10,10x10,9,0.9,2,0.2,0.5156130391014961,0.2652949955741215,0.14,0.2,0.0,0.45555555555555555,1.0,1.0,0.0,orb_10x10
orb06,orb,10,10,10x10,10,1.0,1,0.1,0.6112718871132363,0.4096910013008056,0.331111111111111,0.5,0.28888888888888886,0.5888888888888889,0.8555555555555555,0.7111111111111111,0.28888888888888886,orb_10x10
orb07,orb,10,10,10x10,10,1.0,1,0.1,0.6989300622663355,0.44717262228329563,0.15999999999999998,0.4,0.0,0.6666666666666666,1.0,1.0,0.0,orb_10x10
orb08,orb,10,10,10x10,9,0.9,2,0.2,0.5063108071110707,0.45814600780483383,0.38444444444444453,0.5,0.6,0.4,0.7,0.4,0.6,orb_10x10
orb09,orb,10,10,10x10,10,1.0,1,0.1,0.7327034632202597,0.14118174150460758,0.19333333333333327,0.5,0.15555555555555556,0.6777777777777778,0.9222222222222223,0.8444444444444444,0.15555555555555556,orb_10x10
orb10,orb,10,10,10x10,9,0.9,2,0.2,0.5156130391014961,0.2652949955741215,0.14,0.2,0.0,0.45555555555555555,1.0,1.0,0.0,orb_10x10
swv01,swv,20,10,20x10,20,1.0,1,0.05,0.6563686139085696,0.5463633675002897,0.3155555555555556,0.5,0.5555555555555556,0.6,0.7222222222222222,0.4444444444444444,0.5555555555555556,swv_20x10
swv02,swv,20,10,20x10,19,0.95,2,0.1,0.6478477514282799,0.6046774379777631,0.31555555555555564,0.5,0.5555555555555556,0.6111111111111112,0.7222222222222222,0.4444444444444444,0.5555555555555556,swv_20x10
swv03,swv,20,10,20x10,20,1.0,1,0.05,0.639463252580002,0.5632122493362118,0.3111111111111111,0.5,0.5555555555555556,0.5888888888888889,0.7222222222222222,0.4444444444444444,0.5555555555555556,swv_20x10
swv04,swv,20,10,20x10,20,1.0,1,0.05,0.6705174082637193,0.6400261192031526,0.31666666666666665,0.5,0.5555555555555556,0.6111111111111112,0.7222222222222222,0.4444444444444444,0.5555555555555556,swv_20x10
swv05,swv,20,10,20x10,20,1.0,1,0.05,0.660650914506626,0.6286639301279994,0.31222222222222223,0.5,0.5555555555555556,0.6,0.7222222222222222,0.4444444444444444,0.5555555555555556,swv_20x10
swv06,swv,20,15,20x15,20,1.0,1,0.05,0.695696637515222,0.6311815651354551,0.30428571428571427,0.5,0.5333333333333333,0.5238095238095238,0.7333333333333333,0.4666666666666667,0.5333333333333333,swv_20x15
swv07,swv,20,15,20x15,20,1.0,1,0.05,0.6969984293093113,0.6421206092596252,0.29666666666666663,0.5,0.5333333333333333,0.5190476190476191,0.7333333333333333,0.4666666666666667,0.5333333333333333,swv_20x15
swv08,swv,20,15,20x15,20,1.0,1,0.05,0.6840873229987346,0.6458383234922664,0.3080952380952381,0.5,0.5333333333333333,0.5333333333333333,0.7333333333333333,0.4666666666666667,0.5333333333333333,swv_20x15
swv09,swv,20,15,20x15,20,1.0,1,0.05,0.6770807886540947,0.6165248067786436,0.3104761904761905,0.5,0.5333333333333333,0.5142857142857142,0.7333333333333333,0.4666666666666667,0.5333333333333333,swv_20x15
swv10,swv,20,15,20x15,20,1.0,1,0.05,0.6705547927811314,0.5849857428299344,0.2980952380952381,0.5,0.5333333333333333,0.5285714285714286,0.7333333333333333,0.4666666666666667,0.5333333333333333,swv_20x15
swv11,swv,50,10,50x10,50,1.0,1,0.02,0.6837535370601924,0.667228102380906,0.3,0.5,0.5555555555555556,0.6777777777777778,0.7222222222222222,0.4444444444444444,0.5555555555555556,swv_50x10
swv12,swv,50,10,50x10,50,1.0,1,0.02,0.6797260792729923,0.6519319726791488,0.3053333333333334,0.5,0.5555555555555556,0.6888888888888889,0.7222222222222222,0.4444444444444444,0.5555555555555556,swv_50x10
swv13,swv,50,10,50x10,50,1.0,1,0.02,0.6794902809821013,0.6627796311915558,0.3088888888888889,0.5,0.5555555555555556,0.6666666666666666,0.7222222222222222,0.4444444444444444,0.5555555555555556,swv_50x10
swv14,swv,50,10,50x10,50,1.0,1,0.02,0.6829984699229013,0.6629468587866716,0.3008888888888889,0.5,0.5555555555555556,0.6888888888888889,0.7222222222222222,0.4444444444444444,0.5555555555555556,swv_50x10
swv15,swv,50,10,50x10,50,1.0,1,0.02,0.6814111296104115,0.665373539608127,0.3102222222222222,0.5,0.5555555555555556,0.6888888888888889,0.7222222222222222,0.4444444444444444,0.5555555555555556,swv_50x10
swv16,swv,50,10,50x10,50,1.0,1,0.02,0.9530296968086311,0.9283923324169617,0.03822222222222223,0.08000000000000002,0.0,0.9888888888888889,1.0,1.0,0.0,swv_50x10
swv17,swv,50,10,50x10,50,1.0,1,0.02,0.9459058466451242,0.914350258243175,0.05733333333333335,0.18000000000000005,0.0,1.0,1.0,1.0,0.0,swv_50x10
swv18,swv,50,10,50x10,50,1.0,1,0.02,0.9649578392309601,0.9304906050805584,0.056,0.15999999999999998,0.0,1.0,1.0,1.0,0.0,swv_50x10
swv19,swv,50,10,50x10,50,1.0,1,0.02,0.9561395928838344,0.8916840031979456,0.05022222222222223,0.15999999999999998,0.0,0.9888888888888889,1.0,1.0,0.0,swv_50x10
swv20,swv,50,10,50x10,50,1.0,1,0.02,0.9721349539414387,0.9570196077001414,0.05022222222222223,0.18000000000000005,0.0,0.9888888888888889,1.0,1.0,0.0,swv_50x10
ta01,ta,15,15,15x15,15,1.0,1,0.06666666666666667,0.806263934785461,0.7269781068695301,0.10825396825396824,0.30000000000000004,0.0,0.6047619047619047,1.0,1.0,0.0,ta_15x15
ta02,ta,15,15,15x15,15,1.0,1,0.06666666666666667,0.8068216104370385,0.714096805935705,0.09936507936507935,0.30000000000000004,0.0,0.6571428571428571,1.0,1.0,0.0,ta_15x15
ta03,ta,15,15,15x15,15,1.0,1,0.06666666666666667,0.7960033738748463,0.7269781068695301,0.10253968253968251,0.30000000000000004,0.0,0.6476190476190476,1.0,1.0,0.0,ta_15x15
ta04,ta,15,15,15x15,15,1.0,1,0.06666666666666667,0.7974198029220115,0.7140968059357051,0.08857142857142856,0.23333333333333334,0.0,0.6238095238095238,1.0,1.0,0.0,ta_15x15
ta05,ta,15,15,15x15,15,1.0,1,0.06666666666666667,0.7830974265317953,0.7140968059357051,0.13047619047619044,0.3666666666666667,0.0,0.6666666666666666,1.0,1.0,0.0,ta_15x15
ta06,ta,15,15,15x15,15,1.0,1,0.06666666666666667,0.7904806495116342,0.7336391504114536,0.10698412698412697,0.3666666666666667,0.0,0.6190476190476191,1.0,1.0,0.0,ta_15x15
ta07,ta,15,15,15x15,15,1.0,1,0.06666666666666667,0.7743669007504614,0.6670877683605713,0.093015873015873,0.23333333333333334,0.0,0.6476190476190476,1.0,1.0,0.0,ta_15x15
ta08,ta,15,15,15x15,15,1.0,1,0.06666666666666667,0.7995813792826498,0.6866301128363197,0.09555555555555556,0.30000000000000004,0.0,0.638095238095238,1.0,1.0,0.0,ta_15x15
ta09,ta,15,15,15x15,15,1.0,1,0.06666666666666667,0.7879043893248692,0.652502376195011,0.1292063492063492,0.3666666666666667,0.0,0.6523809523809524,1.0,1.0,0.0,ta_15x15
ta10,ta,15,15,15x15,15,1.0,1,0.06666666666666667,0.8070090820989338,0.7269781068695301,0.11079365079365078,0.3666666666666667,0.0,0.6666666666666666,1.0,1.0,0.0,ta_15x15
ta11,ta,20,15,20x15,20,1.0,1,0.05,0.8383586494477323,0.7591605775403628,0.11952380952380953,0.35,0.0,0.7523809523809524,1.0,1.0,0.0,ta_20x15
ta12,ta,20,15,20x15,20,1.0,1,0.05,0.8433151668900057,0.7541647948839202,0.07333333333333332,0.25,0.0,0.7571428571428571,1.0,1.0,0.0,ta_20x15
ta13,ta,20,15,20x15,20,1.0,1,0.05,0.8682150596400431,0.7591605775403628,0.0857142857142857,0.25,0.0,0.7,1.0,1.0,0.0,ta_20x15
ta14,ta,20,15,20x15,20,1.0,1,0.05,0.883520696444379,0.7944173557217132,0.09476190476190476,0.35,0.0,0.7333333333333333,1.0,1.0,0.0,ta_20x15
ta15,ta,20,15,20x15,20,1.0,1,0.05,0.8432633222057527,0.7528867264601189,0.12190476190476193,0.3,0.0,0.7523809523809524,1.0,1.0,0.0,ta_20x15
ta16,ta,20,15,20x15,20,1.0,1,0.05,0.8562703518155851,0.7990825487656394,0.08333333333333333,0.3,0.0,0.7904761904761904,1.0,1.0,0.0,ta_20x15
ta17,ta,20,15,20x15,20,1.0,1,0.05,0.840601857457401,0.7688215532407316,0.0961904761904762,0.35,0.0,0.780952380952381,1.0,1.0,0.0,ta_20x15
ta18,ta,20,15,20x15,20,1.0,1,0.05,0.8432276211975451,0.7267554088560181,0.1085714285714286,0.4,0.0,0.7523809523809524,1.0,1.0,0.0,ta_20x15
ta19,ta,20,15,20x15,20,1.0,1,0.05,0.8324029754741699,0.7541647948839202,0.10238095238095238,0.4,0.0,0.7666666666666667,1.0,1.0,0.0,ta_20x15
ta20,ta,20,15,20x15,20,1.0,1,0.05,0.8522355524122638,0.763825770584289,0.08285714285714285,0.25,0.0,0.7285714285714285,1.0,1.0,0.0,ta_20x15
ta21,ta,20,20,20x20,20,1.0,1,0.05,0.8192462824646627,0.736750739454904,0.09947368421052634,0.30000000000000004,0.0,0.6631578947368421,1.0,1.0,0.0,ta_20x20
ta22,ta,20,20,20x20,20,1.0,1,0.05,0.8128720729875953,0.6718533099827113,0.08789473684210528,0.35,0.0,0.6210526315789474,1.0,1.0,0.0,ta_20x20
ta23,ta,20,20,20x20,20,1.0,1,0.05,0.8162700373058103,0.7192842873161824,0.07631578947368421,0.3,0.0,0.6394736842105263,1.0,1.0,0.0,ta_20x20
ta24,ta,20,20,20x20,20,1.0,1,0.05,0.8039005129200676,0.7037243573680482,0.09184210526315789,0.35,0.0,0.6526315789473685,1.0,1.0,0.0,ta_20x20
ta25,ta,20,20,20x20,20,1.0,1,0.05,0.8098530032377724,0.7644045952466151,0.09973684210526318,0.3,0.0,0.6105263157894737,1.0,1.0,0.0,ta_20x20
ta26,ta,20,20,20x20,20,1.0,1,0.05,0.8072330354169642,0.7093957265453024,0.09263157894736843,0.30000000000000004,0.0,0.6526315789473685,1.0,1.0,0.0,ta_20x20
ta27,ta,20,20,20x20,20,1.0,1,0.05,0.8118908919967497,0.7093957265453024,0.08157894736842106,0.25,0.0,0.6526315789473685,1.0,1.0,0.0,ta_20x20
ta28,ta,20,20,20x20,20,1.0,1,0.05,0.8191735735854813,0.7424221086321582,0.0813157894736842,0.3,0.0,0.6289473684210526,1.0,1.0,0.0,ta_20x20
ta29,ta,20,20,20x20,20,1.0,1,0.05,0.8069571420443442,0.7424221086321582,0.07657894736842105,0.25,0.0,0.6473684210526316,1.0,1.0,0.0,ta_20x20
ta30,ta,20,20,20x20,20,1.0,1,0.05,0.8054213564101531,0.7280175133855431,0.10236842105263158,0.30000000000000004,0.0,0.6421052631578947,1.0,1.0,0.0,ta_20x20
ta31,ta,30,15,30x15,30,1.0,1,0.03333333333333333,0.9015110106152002,0.8194535275485133,0.06476190476190476,0.23333333333333334,0.0,0.8428571428571429,1.0,1.0,0.0,ta_30x15
ta32,ta,30,15,30x15,30,1.0,1,0.03333333333333333,0.9004540231070198,0.8206625832464605,0.08634920634920633,0.4,0.0,0.8238095238095238,1.0,1.0,0.0,ta_30x15
ta33,ta,30,15,30x15,30,1.0,1,0.03333333333333333,0.9066996548654819,0.8102597584677294,0.06634920634920634,0.16666666666666663,0.0,0.8809523809523809,1.0,1.0,0.0,ta_30x15
ta34,ta,30,15,30x15,30,1.0,1,0.03333333333333333,0.9025147178115981,0.8337642772552963,0.07682539682539681,0.23333333333333334,0.0,0.9047619047619048,1.0,1.0,0.0,ta_30x15
ta35,ta,30,15,30x15,30,1.0,1,0.03333333333333333,0.9019205170618264,0.8292246997863876,0.09079365079365079,0.3,0.0,0.8809523809523809,1.0,1.0,0.0,ta_30x15
ta36,ta,30,15,30x15,30,1.0,1,0.03333333333333333,0.9016452958616223,0.829581709868467,0.07999999999999999,0.26666666666666666,0.0,0.8571428571428571,1.0,1.0,0.0,ta_30x15
ta37,ta,30,15,30x15,30,1.0,1,0.03333333333333333,0.9090538802675161,0.8175524545505096,0.057142857142857134,0.19999999999999996,0.0,0.8571428571428571,1.0,1.0,0.0,ta_30x15
ta38,ta,30,15,30x15,30,1.0,1,0.03333333333333333,0.9009823130152621,0.854790319887769,0.05714285714285713,0.23333333333333328,0.0,0.9,1.0,1.0,0.0,ta_30x15
ta39,ta,30,15,30x15,30,1.0,1,0.03333333333333333,0.899477733208345,0.7928388800649956,0.07682539682539682,0.30000000000000004,0.0,0.861904761904762,1.0,1.0,0.0,ta_30x15
ta40,ta,30,15,30x15,30,1.0,1,0.03333333333333333,0.9035311559043042,0.8589728872745983,0.07333333333333332,0.2,0.0,0.8904761904761904,1.0,1.0,0.0,ta_30x15
ta41,ta,30,20,30x20,30,1.0,1,0.03333333333333333,0.8757787751054791,0.7969623172704308,0.0807017543859649,0.3,0.0,0.7710526315789473,1.0,1.0,0.0,ta_30x20
ta42,ta,30,20,30x20,30,1.0,1,0.03333333333333333,0.8740509945951193,0.8391343209403427,0.06877192982456139,0.23333333333333334,0.0,0.7842105263157895,1.0,1.0,0.0,ta_30x20
ta43,ta,30,20,30x20,30,1.0,1,0.03333333333333333,0.8582387858318763,0.7881294769070336,0.08035087719298244,0.3,0.0,0.7921052631578948,1.0,1.0,0.0,ta_30x20
ta44,ta,30,20,30x20,30,1.0,1,0.03333333333333333,0.8743097658535038,0.8240318329068961,0.07999999999999997,0.30000000000000004,0.0,0.7894736842105263,1.0,1.0,0.0,ta_30x20
ta45,ta,30,20,30x20,30,1.0,1,0.03333333333333333,0.875410645256399,0.8086066186962455,0.0750877192982456,0.23333333333333328,0.0,0.7710526315789473,1.0,1.0,0.0,ta_30x20
ta46,ta,30,20,30x20,30,1.0,1,0.03333333333333333,0.8740186583178586,0.8086066186962454,0.08350877192982455,0.3666666666666667,0.0,0.7894736842105263,1.0,1.0,0.0,ta_30x20
ta47,ta,30,20,30x20,30,1.0,1,0.03333333333333333,0.8785826718413675,0.797732540404777,0.07719298245614034,0.23333333333333328,0.0,0.7684210526315789,1.0,1.0,0.0,ta_30x20
ta48,ta,30,20,30x20,30,1.0,1,0.03333333333333333,0.8746393845458666,0.8123875314810816,0.07964912280701753,0.23333333333333328,0.0,0.7894736842105263,1.0,1.0,0.0,ta_30x20
ta49,ta,30,20,30x20,30,1.0,1,0.03333333333333333,0.8746008733891492,0.8298539836198032,0.07982456140350876,0.26666666666666666,0.0,0.7868421052631579,1.0,1.0,0.0,ta_30x20
ta50,ta,30,20,30x20,30,1.0,1,0.03333333333333333,0.8767875540413742,0.8027844679833381,0.07052631578947367,0.2666666666666667,0.0,0.8184210526315789,1.0,1.0,0.0,ta_30x20
ta51,ta,50,15,50x15,50,1.0,1,0.02,0.9398800286944453,0.898159192194444,0.06438095238095237,0.24,0.0,0.9809523809523809,1.0,1.0,0.0,ta_50x15
ta52,ta,50,15,50x15,50,1.0,1,0.02,0.9423642428049714,0.8884180517863265,0.06838095238095239,0.26,0.0,0.9571428571428572,1.0,1.0,0.0,ta_50x15
ta53,ta,50,15,50x15,50,1.0,1,0.02,0.9480333089587928,0.9155656458036299,0.044761904761904774,0.16000000000000003,0.0,0.9761904761904762,1.0,1.0,0.0,ta_50x15
ta54,ta,50,15,50x15,50,1.0,1,0.02,0.9331058936840164,0.9058879727547389,0.06704761904761904,0.2,0.0,0.9666666666666667,1.0,1.0,0.0,ta_50x15
ta55,ta,50,15,50x15,50,1.0,1,0.02,0.9433309270632609,0.8967902955611486,0.06171428571428573,0.18000000000000005,0.0,0.9761904761904762,1.0,1.0,0.0,ta_50x15
ta56,ta,50,15,50x15,50,1.0,1,0.02,0.938150760241145,0.8917712146969534,0.05104761904761906,0.18,0.0,0.9666666666666667,1.0,1.0,0.0,ta_50x15
ta57,ta,50,15,50x15,50,1.0,1,0.02,0.954120639217421,0.9331175369762833,0.06457142857142857,0.19999999999999996,0.0,0.9571428571428572,1.0,1.0,0.0,ta_50x15
ta58,ta,50,15,50x15,50,1.0,1,0.02,0.9456955088688994,0.9094059211406325,0.06514285714285714,0.19999999999999996,0.0,0.9571428571428572,1.0,1.0,0.0,ta_50x15
ta59,ta,50,15,50x15,50,1.0,1,0.02,0.9400878143471857,0.9062669642792529,0.05714285714285715,0.19999999999999996,0.0,0.9857142857142858,1.0,1.0,0.0,ta_50x15
ta60,ta,50,15,50x15,50,1.0,1,0.02,0.9411195519448925,0.8978947205044308,0.05961904761904763,0.2,0.0,0.9761904761904762,1.0,1.0,0.0,ta_50x15
ta61,ta,50,20,50x20,50,1.0,1,0.02,0.934395918530767,0.8921606969840303,0.04673684210526315,0.16000000000000003,0.0,0.9342105263157895,1.0,1.0,0.0,ta_50x20
ta62,ta,50,20,50x20,50,1.0,1,0.02,0.9210478773860145,0.8697691141763764,0.06978947368421054,0.26,0.0,0.95,1.0,1.0,0.0,ta_50x20
ta63,ta,50,20,50x20,50,1.0,1,0.02,0.9301018970197508,0.9020715950973508,0.05073684210526317,0.21999999999999997,0.0,0.9421052631578948,1.0,1.0,0.0,ta_50x20
ta64,ta,50,20,50x20,50,1.0,1,0.02,0.9372332375241758,0.9128199645548689,0.05452631578947368,0.19999999999999996,0.0,0.9131578947368421,1.0,1.0,0.0,ta_50x20
ta65,ta,50,20,50x20,50,1.0,1,0.02,0.9326983527003669,0.8940412093278032,0.050210526315789476,0.16000000000000003,0.0,0.9184210526315789,1.0,1.0,0.0,ta_50x20
ta66,ta,50,20,50x20,50,1.0,1,0.02,0.9356337339253612,0.8845924450950903,0.05315789473684211,0.18000000000000005,0.0,0.9184210526315789,1.0,1.0,0.0,ta_50x20
