family,machine_a,machine_b,count_a_before_b,count_b_before_a,total_comparisons,p_a_before_b,bias_from_0_5,dominant_direction,dominant_probability
abz,11,14,32,28,60,0.5333333333333333,0.033333333333333326,11->14,0.5333333333333333
abz,12,13,32,28,60,0.5333333333333333,0.033333333333333326,12->13,0.5333333333333333
abz,12,14,31,29,60,0.5166666666666667,0.01666666666666672,12->14,0.5166666666666667
abz,13,14,27,33,60,0.45,0.04999999999999999,14->13,0.55
ft,0,1,17,19,36,0.4722222222222222,0.02777777777777779,1->0,0.5277777777777778
ft,0,2,21,15,36,0.5833333333333334,0.08333333333333337,0->2,0.5833333333333334
ft,0,3,32,4,36,0.8888888888888888,0.38888888888888884,0->3,0.8888888888888888
ft,0,4,33,3,36,0.9166666666666666,0.41666666666666663,0->4,0.9166666666666666
ft,0,5,11,5,16,0.6875,0.1875,0->5,0.6875
ft,0,6,10,0,10,1.0,0.5,0->6,1.0
ft,0,7,10,0,10,1.0,0.5,0->7,1.0
ft,0,8,9,1,10,0.9,0.4,0->8,0.9
ft,0,9,9,1,10,0.9,0.4,0->9,0.9
ft,1,2,21,15,36,0.5833333333333334,0.08333333333333337,1->2,0.5833333333333334
ft,1,3,33,3,36,0.9166666666666666,0.41666666666666663,1->3,0.9166666666666666
ft,1,4,35,1,36,0.9722222222222222,0.4722222222222222,1->4,0.9722222222222222
ft,1,5,15,1,16,0.9375,0.4375,1->5,0.9375
ft,1,6,10,0,10,1.0,0.5,1->6,1.0
ft,1,7,10,0,10,1.0,0.5,1->7,1.0
ft,1,8,10,0,10,1.0,0.5,1->8,1.0
ft,1,9,9,1,10,0.9,0.4,1->9,0.9
ft,2,3,28,8,36,0.7777777777777778,0.2777777777777778,2->3,0.7777777777777778
ft,2,4,30,6,36,0.8333333333333334,0.33333333333333337,2->4,0.8333333333333334
ft,2,5,14,2,16,0.875,0.375,2->5,0.875
ft,2,6,10,0,10,1.0,0.5,2->6,1.0
ft,2,7,10,0,10,1.0,0.5,2->7,1.0
ft,2,8,10,0,10,1.0,0.5,2->8,1.0
ft,2,9,10,0,10,1.0,0.5,2->9,1.0
ft,3,4,26,10,36,0.7222222222222222,0.2222222222222222,3->4,0.7222222222222222
ft,3,5,10,6,16,0.625,0.125,3->5,0.625
ft,3,6,7,3,10,0.7,0.19999999999999996,3->6,0.7
ft,3,7,8,2,10,0.8,0.30000000000000004,3->7,0.8
ft,3,8,7,3,10,0.7,0.19999999999999996,3->8,0.7
ft,3,9,7,3,10,0.7,0.19999999999999996,3->9,0.7
ft,4,5,6,10,16,0.375,0.125,5->4,0.625
ft,4,6,5,5,10,0.5,0.0,4->6,0.5
ft,4,7,7,3,10,0.7,0.19999999999999996,4->7,0.7
ft,4,8,6,4,10,0.6,0.09999999999999998,4->8,0.6
ft,4,9,5,5,10,0.5,0.0,4->9,0.5
ft,5,6,6,4,10,0.6,0.09999999999999998,5->6,0.6
ft,5,7,9,1,10,0.9,0.4,5->7,0.9
ft,5,8,7,3,10,0.7,0.19999999999999996,5->8,0.7
ft,5,9,7,3,10,0.7,0.19999999999999996,5->9,0.7
ft,6,7,8,2,10,0.8,0.30000000000000004,6->7,0.8
ft,6,8,7,3,10,0.7,0.19999999999999996,6->8,0.7
ft,6,9,6,4,10,0.6,0.09999999999999998,6->9,0.6
ft,7,8,3,7,10,0.3,0.2,8->7,0.7
ft,7,9,4,6,10,0.4,0.09999999999999998,9->7,0.6
ft,8,9,7,3,10,0.7,0.19999999999999996,8->9,0.7
la,0,1,324,351,675,0.48,0.020000000000000018,1->0,0.52
la,0,2,329,346,675,0.4874074074074074,0.0125925925925926,2->0,0.5125925925925926
la,0,3,338,337,675,0.5007407407407407,0.0007407407407407085,0->3,0.5007407407407407
la,0,4,317,358,675,0.4696296296296296,0.03037037037037038,4->0,0.5303703703703704
la,0,5,234,216,450,0.52,0.020000000000000018,0->5,0.52
la,0,6,220,230,450,0.4888888888888889,0.011111111111111127,6->0,0.5111111111111111
la,0,7,225,225,450,0.5,0.0,0->7,0.5
la,0,8,239,211,450,0.5311111111111111,0.03111111111111109,0->8,0.5311111111111111
la,0,9,237,213,450,0.5266666666666666,0.026666666666666616,0->9,0.5266666666666666
la,0,10,36,39,75,0.48,0.020000000000000018,10->0,0.52
la,0,11,35,40,75,0.4666666666666667,0.033333333333333326,11->0,0.5333333333333333
la,0,12,38,37,75,0.5066666666666667,0.00666666666666671,0->12,0.5066666666666667
la,0,13,39,36,75,0.52,0.020000000000000018,0->13,0.52
la,0,14,38,37,75,0.5066666666666667,0.00666666666666671,0->14,0.5066666666666667
la,1,2,318,357,675,0.4711111111111111,0.02888888888888891,2->1,0.528888888888889
la,1,3,316,359,675,0.46814814814814815,0.03185185185185185,3->1,0.5318518518518518
la,1,4,325,350,675,0.48148148148148145,0.018518518518518545,4->1,0.5185185185185186
la,1,5,218,232,450,0.48444444444444446,0.015555555555555545,5->1,0.5155555555555555
la,1,6,220,230,450,0.4888888888888889,0.011111111111111127,6->1,0.5111111111111111
la,1,7,236,214,450,0.5244444444444445,0.02444444444444449,1->7,0.5244444444444445
la,1,8,233,217,450,0.5177777777777778,0.01777777777777778,1->8,0.5177777777777778
la,1,9,239,211,450,0.5311111111111111,0.03111111111111109,1->9,0.5311111111111111
la,1,10,33,42,75,0.44,0.06,10->1,0.56
la,1,11,34,41,75,0.4533333333333333,0.04666666666666669,11->1,0.5466666666666666
la,1,12,36,39,75,0.48,0.020000000000000018,12->1,0.52
la,1,13,38,37,75,0.5066666666666667,0.00666666666666671,1->13,0.5066666666666667
la,1,14,38,37,75,0.5066666666666667,0.00666666666666671,1->14,0.5066666666666667
la,2,3,333,342,675,0.49333333333333335,0.006666666666666654,3->2,0.5066666666666666
la,2,4,332,343,675,0.4918518518518519,0.008148148148148127,4->2,0.5081481481481481
la,2,5,236,214,450,0.5244444444444445,0.02444444444444449,2->5,0.5244444444444445
la,2,6,250,200,450,0.5555555555555556,0.05555555555555558,2->6,0.5555555555555556
la,2,7,253,197,450,0.5622222222222222,0.06222222222222218,2->7,0.5622222222222222
la,2,8,248,202,450,0.5511111111111111,0.05111111111111111,2->8,0.5511111111111111
la,2,9,274,176,450,0.6088888888888889,0.10888888888888892,2->9,0.6088888888888889
la,2,10,30,45,75,0.4,0.09999999999999998,10->2,0.6
la,2,11,27,48,75,0.36,0.14,11->2,0.64
la,2,12,36,39,75,0.48,0.020000000000000018,12->2,0.52
la,2,13,38,37,75,0.5066666666666667,0.00666666666666671,2->13,0.5066666666666667
la,2,14,39,36,75,0.52,0.020000000000000018,2->14,0.52
la,3,4,327,348,675,0.48444444444444446,0.015555555555555545,4->3,0.5155555555555555
la,3,5,233,217,450,0.5177777777777778,0.01777777777777778,3->5,0.5177777777777778
la,3,6,245,205,450,0.5444444444444444,0.0444444444444444,3->6,0.5444444444444444
la,3,7,253,197,450,0.5622222222222222,0.06222222222222218,3->7,0.5622222222222222
la,3,8,249,201,450,0.5533333333333333,0.053333333333333344,3->8,0.5533333333333333
la,3,9,273,177,450,0.6066666666666667,0.10666666666666669,3->9,0.6066666666666667
la,3,10,41,34,75,0.5466666666666666,0.046666666666666634,3->10,0.5466666666666666
la,3,11,39,36,75,0.52,0.020000000000000018,3->11,0.52
la,3,12,45,30,75,0.6,0.09999999999999998,3->12,0.6
la,3,13,46,29,75,0.6133333333333333,0.11333333333333329,3->13,0.6133333333333333
la,3,14,42,33,75,0.56,0.06000000000000005,3->14,0.56
la,4,5,237,213,450,0.5266666666666666,0.026666666666666616,4->5,0.5266666666666666
la,4,6,250,200,450,0.5555555555555556,0.05555555555555558,4->6,0.5555555555555556
la,4,7,255,195,450,0.5666666666666667,0.06666666666666665,4->7,0.5666666666666667
la,4,8,253,197,450,0.5622222222222222,0.06222222222222218,4->8,0.5622222222222222
la,4,9,259,191,450,0.5755555555555556,0.0755555555555556,4->9,0.5755555555555556
la,4,10,42,33,75,0.56,0.06000000000000005,4->10,0.56
la,4,11,43,32,75,0.5733333333333334,0.07333333333333336,4->11,0.5733333333333334
la,4,12,51,24,75,0.68,0.18000000000000005,4->12,0.68
la,4,13,45,30,75,0.6,0.09999999999999998,4->13,0.6
la,4,14,46,29,75,0.6133333333333333,0.11333333333333329,4->14,0.6133333333333333
la,5,6,232,218,450,0.5155555555555555,0.015555555555555545,5->6,0.5155555555555555
la,5,7,226,224,450,0.5022222222222222,0.0022222222222222365,5->7,0.5022222222222222
la,5,8,219,231,450,0.4866666666666667,0.013333333333333308,8->5,0.5133333333333333
la,5,9,247,203,450,0.5488888888888889,0.04888888888888887,5->9,0.5488888888888889
la,5,10,41,34,75,0.5466666666666666,0.046666666666666634,5->10,0.5466666666666666
la,5,11,44,31,75,0.5866666666666667,0.08666666666666667,5->11,0.5866666666666667
la,5,12,43,32,75,0.5733333333333334,0.07333333333333336,5->12,0.5733333333333334
la,5,13,47,28,75,0.6266666666666667,0.1266666666666667,5->13,0.6266666666666667
la,5,14,44,31,75,0.5866666666666667,0.08666666666666667,5->14,0.5866666666666667
la,6,7,245,205,450,0.5444444444444444,0.0444444444444444,6->7,0.5444444444444444
la,6,8,224,226,450,0.49777777777777776,0.0022222222222222365,8->6,0.5022222222222222
la,6,9,235,215,450,0.5222222222222223,0.022222222222222254,6->9,0.5222222222222223
la,6,10,42,33,75,0.56,0.06000000000000005,6->10,0.56
la,6,11,44,31,75,0.5866666666666667,0.08666666666666667,6->11,0.5866666666666667
la,6,12,39,36,75,0.52,0.020000000000000018,6->12,0.52
la,6,13,44,31,75,0.5866666666666667,0.08666666666666667,6->13,0.5866666666666667
la,6,14,46,29,75,0.6133333333333333,0.11333333333333329,6->14,0.6133333333333333
la,7,8,225,225,450,0.5,0.0,7->8,0.5
la,7,9,234,216,450,0.52,0.020000000000000018,7->9,0.52
la,7,10,37,38,75,0.49333333333333335,0.006666666666666654,10->7,0.5066666666666666
la,7,11,36,39,75,0.48,0.020000000000000018,11->7,0.52
la,7,12,42,33,75,0.56,0.06000000000000005,7->12,0.56
la,7,13,42,33,75,0.56,0.06000000000000005,7->13,0.56
la,7,14,42,33,75,0.56,0.06000000000000005,7->14,0.56
la,8,9,234,216,450,0.52,0.020000000000000018,8->9,0.52
la,8,10,30,45,75,0.4,0.09999999999999998,10->8,0.6
la,8,11,39,36,75,0.52,0.020000000000000018,8->11,0.52
la,8,12,33,42,75,0.44,0.06,12->8,0.56
la,8,13,36,39,75,0.48,0.020000000000000018,13->8,0.52
la,8,14,33,42,75,0.44,0.06,14->8,0.56
la,9,10,40,35,75,0.5333333333333333,0.033333333333333326,9->10,0.5333333333333333
la,9,11,39,36,75,0.52,0.020000000000000018,9->11,0.52
la,9,12,40,35,75,0.5333333333333333,0.033333333333333326,9->12,0.5333333333333333
la,9,13,43,32,75,0.5733333333333334,0.07333333333333336,9->13,0.5733333333333334
la,9,14,43,32,75,0.5733333333333334,0.07333333333333336,9->14,0.5733333333333334
la,10,11,39,36,75,0.52,0.020000000000000018,10->11,0.52
la,10,12,45,30,75,0.6,0.09999999999999998,10->12,0.6
la,10,13,43,32,75,0.5733333333333334,0.07333333333333336,10->13,0.5733333333333334
la,10,14,35,40,75,0.4666666666666667,0.033333333333333326,14->10,0.5333333333333333
la,11,12,35,40,75,0.4666666666666667,0.033333333333333326,12->11,0.5333333333333333
la,11,13,37,38,75,0.49333333333333335,0.006666666666666654,13->11,0.5066666666666666
la,11,14,43,32,75,0.5733333333333334,0.07333333333333336,11->14,0.5733333333333334
la,12,13,38,37,75,0.5066666666666667,0.00666666666666671,12->13,0.5066666666666667
la,12,14,37,38,75,0.49333333333333335,0.006666666666666654,14->12,0.5066666666666666
la,13,14,35,40,75,0.4666666666666667,0.033333333333333326,14->13,0.5333333333333333
orb,0,1,70,30,100,0.7,0.19999999999999996,0->1,0.7
orb,0,2,68,32,100,0.68,0.18000000000000005,0->2,0.68
orb,0,3,80,20,100,0.8,0.30000000000000004,0->3,0.8
orb,0,4,74,26,100,0.74,0.24,0->4,0.74
orb,0,5,82,18,100,0.82,0.31999999999999995,0->5,0.82
orb,0,6,84,16,100,0.84,0.33999999999999997,0->6,0.84
orb,0,7,84,16,100,0.84,0.33999999999999997,0->7,0.84
orb,0,8,80,20,100,0.8,0.30000000000000004,0->8,0.8
orb,0,9,80,20,100,0.8,0.30000000000000004,0->9,0.8
orb,1,2,44,56,100,0.44,0.06,2->1,0.56
orb,1,3,50,50,100,0.5,0.0,1->3,0.5
orb,1,4,56,44,100,0.56,0.06000000000000005,1->4,0.56
orb,1,5,74,26,100,0.74,0.24,1->5,0.74
orb,1,6,64,36,100,0.64,0.14,1->6,0.64
orb,1,7,70,30,100,0.7,0.19999999999999996,1->7,0.7
orb,1,8,68,32,100,0.68,0.18000000000000005,1->8,0.68
orb,1,9,66,34,100,0.66,0.16000000000000003,1->9,0.66
orb,2,3,52,48,100,0.52,0.020000000000000018,2->3,0.52
orb,2,4,62,38,100,0.62,0.12,2->4,0.62
orb,2,5,64,36,100,0.64,0.14,2->5,0.64
orb,2,6,68,32,100,0.68,0.18000000000000005,2->6,0.68
orb,2,7,70,30,100,0.7,0.19999999999999996,2->7,0.7
orb,2,8,66,34,100,0.66,0.16000000000000003,2->8,0.66
orb,2,9,68,32,100,0.68,0.18000000000000005,2->9,0.68
orb,3,4,56,44,100,0.56,0.06000000000000005,3->4,0.56
orb,3,5,68,32,100,0.68,0.18000000000000005,3->5,0.68
orb,3,6,68,32,100,0.68,0.18000000000000005,3->6,0.68
orb,3,7,74,26,100,0.74,0.24,3->7,0.74
orb,3,8,66,34,100,0.66,0.16000000000000003,3->8,0.66
orb,3,9,68,32,100,0.68,0.18000000000000005,3->9,0.68
orb,4,5,72,28,100,0.72,0.21999999999999997,4->5,0.72
orb,4,6,70,30,100,0.7,0.19999999999999996,4->6,0.7
orb,4,7,68,32,100,0.68,0.18000000000000005,4->7,0.68
orb,4,8,62,38,100,0.62,0.12,4->8,0.62
orb,4,9,70,30,100,0.7,0.19999999999999996,4->9,0.7
orb,5,6,52,48,100,0.52,0.020000000000000018,5->6,0.52
orb,5,7,54,46,100,0.54,0.040000000000000036,5->7,0.54
orb,5,8,60,40,100,0.6,0.09999999999999998,5->8,0.6
orb,5,9,58,42,100,0.58,0.07999999999999996,5->9,0.58
orb,6,7,58,42,100,0.58,0.07999999999999996,6->7,0.58
orb,6,8,54,46,100,0.54,0.040000000000000036,6->8,0.54
orb,6,9,56,44,100,0.56,0.06000000000000005,6->9,0.56
orb,7,8,48,52,100,0.48,0.020000000000000018,8->7,0.52
orb,7,9,52,48,100,0.52,0.020000000000000018,7->9,0.52
orb,8,9,52,48,100,0.52,0.020000000000000018,8->9,0.52
swv,0,1,364,336,700,0.52,0.020000000000000018,0->1,0.52
swv,0,2,354,346,700,0.5057142857142857,0.005714285714285672,0->2,0.5057142857142857
swv,0,3,369,331,700,0.5271428571428571,0.027142857142857135,0->3,0.5271428571428571
swv,0,4,364,336,700,0.52,0.020000000000000018,0->4,0.52
swv,0,5,529,171,700,0.7557142857142857,0.25571428571428567,0->5,0.7557142857142857
swv,0,6,513,187,700,0.7328571428571429,0.23285714285714287,0->6,0.7328571428571429
swv,0,7,569,131,700,0.8128571428571428,0.31285714285714283,0->7,0.8128571428571428
swv,0,8,581,119,700,0.83,0.32999999999999996,0->8,0.83
swv,0,9,577,123,700,0.8242857142857143,0.3242857142857143,0->9,0.8242857142857143
swv,0,10,100,0,100,1.0,0.5,0->10,1.0
swv,0,11,100,0,100,1.0,0.5,0->11,1.0
swv,0,12,100,0,100,1.0,0.5,0->12,1.0
swv,0,13,100,0,100,1.0,0.5,0->13,1.0
swv,0,14,100,0,100,1.0,0.5,0->14,1.0
swv,1,2,338,362,700,0.4828571428571429,0.017142857142857126,2->1,0.5171428571428571
swv,1,3,345,355,700,0.4928571428571429,0.0071428571428571175,3->1,0.5071428571428571
swv,1,4,357,343,700,0.51,0.010000000000000009,1->4,0.51
swv,1,5,532,168,700,0.76,0.26,1->5,0.76
swv,1,6,517,183,700,0.7385714285714285,0.23857142857142855,1->6,0.7385714285714285
swv,1,7,581,119,700,0.83,0.32999999999999996,1->7,0.83
swv,1,8,582,118,700,0.8314285714285714,0.3314285714285714,1->8,0.8314285714285714
swv,1,9,583,117,700,0.8328571428571429,0.33285714285714285,1->9,0.8328571428571429
swv,1,10,100,0,100,1.0,0.5,1->10,1.0
swv,1,11,100,0,100,1.0,0.5,1->11,1.0
swv,1,12,100,0,100,1.0,0.5,1->12,1.0
swv,1,13,100,0,100,1.0,0.5,1->13,1.0
swv,1,14,100,0,100,1.0,0.5,1->14,1.0
swv,2,3,343,357,700,0.49,0.010000000000000009,3->2,0.51
swv,2,4,344,356,700,0.49142857142857144,0.008571428571428563,4->2,0.5085714285714286
swv,2,5,539,161,700,0.77,0.27,2->5,0.77
swv,2,6,523,177,700,0.7471428571428571,0.2471428571428571,2->6,0.7471428571428571
swv,2,7,570,130,700,0.8142857142857143,0.3142857142857143,2->7,0.8142857142857143
swv,2,8,580,120,700,0.8285714285714286,0.3285714285714286,2->8,0.8285714285714286
swv,2,9,579,121,700,0.8271428571428572,0.3271428571428572,2->9,0.8271428571428572
swv,2,10,100,0,100,1.0,0.5,2->10,1.0
swv,2,11,100,0,100,1.0,0.5,2->11,1.0
swv,2,12,100,0,100,1.0,0.5,2->12,1.0
swv,2,13,100,0,100,1.0,0.5,2->13,1.0
swv,2,14,100,0,100,1.0,0.5,2->14,1.0
swv,3,4,345,355,700,0.4928571428571429,0.0071428571428571175,4->3,0.5071428571428571
swv,3,5,525,175,700,0.75,0.25,3->5,0.75
swv,3,6,519,181,700,0.7414285714285714,0.24142857142857144,3->6,0.7414285714285714
swv,3,7,570,130,700,0.8142857142857143,0.3142857142857143,3->7,0.8142857142857143
swv,3,8,585,115,700,0.8357142857142857,0.33571428571428574,3->8,0.8357142857142857
swv,3,9,570,130,700,0.8142857142857143,0.3142857142857143,3->9,0.8142857142857143
swv,3,10,100,0,100,1.0,0.5,3->10,1.0
swv,3,11,100,0,100,1.0,0.5,3->11,1.0
swv,3,12,100,0,100,1.0,0.5,3->12,1.0
swv,3,13,100,0,100,1.0,0.5,3->13,1.0
swv,3,14,100,0,100,1.0,0.5,3->14,1.0
swv,4,5,513,187,700,0.7328571428571429,0.23285714285714287,4->5,0.7328571428571429
swv,4,6,502,198,700,0.7171428571428572,0.2171428571428572,4->6,0.7171428571428572
swv,4,7,567,133,700,0.81,0.31000000000000005,4->7,0.81
swv,4,8,573,127,700,0.8185714285714286,0.3185714285714286,4->8,0.8185714285714286
swv,4,9,565,135,700,0.8071428571428572,0.30714285714285716,4->9,0.8071428571428572
swv,4,10,100,0,100,1.0,0.5,4->10,1.0
swv,4,11,100,0,100,1.0,0.5,4->11,1.0
swv,4,12,100,0,100,1.0,0.5,4->12,1.0
swv,4,13,100,0,100,1.0,0.5,4->13,1.0
swv,4,14,100,0,100,1.0,0.5,4->14,1.0
swv,5,6,364,336,700,0.52,0.020000000000000018,5->6,0.52
swv,5,7,398,302,700,0.5685714285714286,0.06857142857142862,5->7,0.5685714285714286
swv,5,8,407,293,700,0.5814285714285714,0.0814285714285714,5->8,0.5814285714285714
swv,5,9,394,306,700,0.5628571428571428,0.06285714285714283,5->9,0.5628571428571428
swv,5,10,100,0,100,1.0,0.5,5->10,1.0
swv,5,11,100,0,100,1.0,0.5,5->11,1.0
swv,5,12,100,0,100,1.0,0.5,5->12,1.0
swv,5,13,100,0,100,1.0,0.5,5->13,1.0
swv,5,14,100,0,100,1.0,0.5,5->14,1.0
swv,6,7,371,329,700,0.53,0.030000000000000027,6->7,0.53
swv,6,8,408,292,700,0.5828571428571429,0.08285714285714285,6->8,0.5828571428571429
swv,6,9,395,305,700,0.5642857142857143,0.06428571428571428,6->9,0.5642857142857143
swv,6,10,100,0,100,1.0,0.5,6->10,1.0
swv,6,11,100,0,100,1.0,0.5,6->11,1.0
swv,6,12,100,0,100,1.0,0.5,6->12,1.0
swv,6,13,100,0,100,1.0,0.5,6->13,1.0
swv,6,14,100,0,100,1.0,0.5,6->14,1.0
swv,7,8,357,343,700,0.51,0.010000000000000009,7->8,0.51
