,n_jobs,n_machines,seed,num_nodes,node_x_cols,node_x_col0_min,node_x_col0_max,node_x_col0_mean,node_x_col0_median,node_x_col0_std,node_x_col0_range,node_x_col0_q1,node_x_col0_q3,node_x_col0_gini,node_x_col1_min,node_x_col1_max,node_x_col1_mean,node_x_col1_median,node_x_col1_std,node_x_col1_range,node_x_col1_q1,node_x_col1_q3,node_x_col1_gini,node_x_overall_mean,node_x_overall_std,num_conjunctive_edges,num_disjunctive_edges,num_nodes_total,num_edges_total,disj_graph_density,deg_d_min,deg_d_max,deg_d_mean,deg_d_median,deg_d_std,deg_d_range,deg_d_q1,deg_d_q3,deg_d_gini,clustering_min,clustering_max,clustering_mean,clustering_median,clustering_std,clustering_range,clustering_q1,clustering_q3,clustering_gini,conj_graph_density,deg_c_min,deg_c_max,deg_c_mean,deg_c_median,deg_c_std,deg_c_range,deg_c_q1,deg_c_q3,deg_c_gini,betweenness_min,betweenness_max,betweenness_mean,betweenness_median,betweenness_std,betweenness_range,betweenness_q1,betweenness_q3,betweenness_gini,speed,rddd,makespan_min,makespan_range,energy_sum_min,energy_sum_range,operation_cost_mean,operation_cost_std,makespan_lb_job_sum,makespan_lb_machine_sum,makespan_lb_meanload,energy_min_mean,energy_avg_mean,energy_max_mean,num_op_nodes,sup_pred_complexity,complexity_supervised_0_1,n_jobs_shap,n_machines_shap,node_x_col0_max_shap,node_x_col0_mean_shap,node_x_col0_median_shap,node_x_col0_std_shap,node_x_col0_range_shap,node_x_col0_q1_shap,node_x_col0_q3_shap,node_x_col0_gini_shap,node_x_col1_max_shap,node_x_col1_mean_shap,node_x_col1_median_shap,node_x_col1_std_shap,node_x_col1_range_shap,node_x_col1_q1_shap,node_x_col1_q3_shap,node_x_col1_gini_shap,node_x_overall_mean_shap,node_x_overall_std_shap,num_conjunctive_edges_shap,num_disjunctive_edges_shap,num_nodes_total_shap,num_edges_total_shap,disj_graph_density_shap,deg_d_max_shap,deg_d_mean_shap,deg_d_median_shap,deg_d_std_shap,deg_d_range_shap,deg_d_q1_shap,deg_d_q3_shap,deg_d_gini_shap,clustering_max_shap,clustering_mean_shap,clustering_median_shap,clustering_std_shap,clustering_range_shap,clustering_q1_shap,clustering_q3_shap,clustering_gini_shap,conj_graph_density_shap,deg_c_max_shap,deg_c_mean_shap,deg_c_std_shap,deg_c_range_shap,deg_c_q3_shap,deg_c_gini_shap,betweenness_min_shap,betweenness_max_shap,betweenness_mean_shap,betweenness_median_shap,betweenness_std_shap,betweenness_range_shap,betweenness_q1_shap,betweenness_q3_shap,betweenness_gini_shap,makespan_min_shap,makespan_range_shap,operation_cost_mean_shap,operation_cost_std_shap,makespan_lb_job_sum_shap,makespan_lb_machine_sum_shap,makespan_lb_meanload_shap,num_op_nodes_shap
la27.pt,20,10,0,202,2,0.0,99.0,53.62376237623762,53.5,26.71497947629349,99.0,33.0,77.0,0.2871570484227153,-1.0,9.0,4.445544554455446,4.0,2.909442624735666,10.0,2.0,7.0,0.3729372937293729,29.034652709960938,31.075742721557617,220,3800,202,4020,0.09359144869710852,0.0,19.0,18.81188118811881,19.0,1.8811881188118815,19.0,19.0,19.0,0.00990099009900991,0.0,1.0,0.9900990099009901,1.0,0.099009900990099,1.0,1.0,1.0,0.00990099009900991,0.010836904585980986,2.0,20.0,2.1782178217821784,2.0,1.7821782178217827,18.0,2.0,2.0,0.08100810081008092,0.02082338308457711,0.47263681592039797,0.0323900300477809,0.02619651741293532,0.044498276241034716,0.45181343283582087,0.022614427860696514,0.03156965174129353,0.24298795935406803,1,0,686,10146,10832,0,54.15999984741211,26.301794052124023,686.0,1188.0,1083.2,54.16,54.16,54.16,200,0.29815492643325003,0.29815492643325003,0.0028908500094261477,-0.0020501712453290088,8.514475455772839e-05,-0.001300714307121542,0.001577195271104855,-0.0005202809071808853,8.29339382815842e-05,0.0005730989398071982,0.0028520319033161507,-0.0012583414174680884,-0.0015404683057892352,-0.004927206003053589,-0.0004563940686573006,-0.0035949004838937222,-0.0015612628922859414,-0.00023156461123412204,-0.0010237687488376496,-0.006626277487352069,-0.004526299073599993,-0.00029112122296108263,-0.01292840528981064,-0.01574270536169873,-0.009960063365336865,-0.015418232642187807,-0.002556991661362661,0.004098716501291279,0.006758421174267286,0.003140978265586283,-0.0005503911559294183,0.002522793140403734,0.003517054156688547,0.003702135472835018,-0.01151917820334078,-1.4660170954750964e-07,-0.010436766668693979,-6.715153199360939e-08,-0.009559538727513354,-4.032828763133862e-09,1.6049987930320305e-09,-2.8000369129816433e-08,-0.012017471189317926,-0.009050449402761068,0.0033826942232403007,-0.002020592196634718,-0.0007854294462154324,0.0031404025021991647,-1.180602414675457e-09,-0.002560748461567798,0.003460773936559459,0.0015670233286548204,0.009496683061530295,0.0041398600063179,-0.007446347127812497,0.008931333045961514,0.0023995569793455016,0.0017293617647180012,-0.002283251185753875,-0.0026989773755581206,-0.015678748854740868,-0.0006630439628743455,-0.0007250783248071881,-0.0029029005973200605,0.001700878549890105,0.010105498015342334,-0.01116651146716616
la28.pt,20,10,0,202,2,0.0,99.0,52.881188118811885,54.5,27.468537223562432,99.0,30.25,74.0,0.29942384802045074,-1.0,9.0,4.445544554455446,4.0,2.909442624735666,10.0,2.0,7.0,0.3729372937293729,28.663366317749023,31.112625122070312,220,3800,202,4020,0.09359144869710852,0.0,19.0,18.81188118811881,19.0,1.8811881188118815,19.0,19.0,19.0,0.00990099009900991,0.0,1.0,0.9900990099009901,1.0,0.099009900990099,1.0,1.0,1.0,0.00990099009900991,0.010836904585980986,2.0,20.0,2.1782178217821784,2.0,1.7821782178217827,18.0,2.0,2.0,0.08100810081008092,0.02082338308457711,0.47263681592039797,0.0323900300477809,0.02619651741293532,0.044498276241034716,0.45181343283582087,0.022614427860696514,0.03156965174129353,0.24298795935406803,1,0,756,9926,10682,0,53.40999984741211,27.089147567749023,756.0,1216.0,1068.2,53.41,53.41,53.41,200,0.2964598203109449,0.2964598203109449,0.003041591458994456,-0.0019690654703515046,8.396262695514441e-05,-0.0003238640289658229,0.00014083732010797408,0.0008120011205459594,8.072807662227984e-05,-0.00028550576367053856,-0.0016346524556313984,-0.0012799049957170489,-0.0016519959773175377,-0.00505563500085456,-0.00034675877210065974,-0.003955986886670293,-0.0014472772393091776,-0.0002514017644452309,-0.0010652282340154746,-0.0068059422907946285,-0.004654142041482882,-0.00017757115752215942,-0.012905796020627013,-0.015307804746820246,-0.010044229832114676,-0.015642018992463803,-0.002538320034580506,0.004187287160719468,0.006960262561479015,0.0032758658701310477,-0.0005464747999036095,0.002572653296185669,0.0034607579867547028,0.003862899191262944,-0.011453250462418928,-1.3690701769749334e-07,-0.010618806503189734,-6.745756009979092e-08,-0.00985605976064953,-9.582817964868169e-09,9.525518816920262e-10,-2.416773545435809e-08,-0.011883227578367985,-0.008784746748655953,0.003405938951626987,-0.0022625574154799513,-0.0009858677399250423,0.003120155615914506,-9.46658156336759e-10,-0.0029251596713196523,0.003411788776299409,0.001682219895655751,0.009121733448233764,0.004183106475151202,-0.007336160279990196,0.009044228719548854,0.002270315299784979,0.0017674908842491626,-0.0020151602254849126,-0.0028765950497009075,-0.015625205692990026,6.168489019647823e-05,0.0019650297622323186,-0.0032625861091385247,0.001567673068525145,0.01027247510689285,-0.01099801569835592
la29.pt,20,10,0,202,2,0.0,99.0,49.15346534653465,46.0,27.664203071039836,99.0,26.25,74.0,0.3244625953178457,-1.0,9.0,4.445544554455446,4.0,2.909442624735666,10.0,2.0,7.0,0.3729372937293729,26.79950523376465,29.77559471130371,220,3800,202,4020,0.09359144869710852,0.0,19.0,18.81188118811881,19.0,1.8811881188118815,19.0,19.0,19.0,0.00990099009900991,0.0,1.0,0.9900990099009901,1.0,0.099009900990099,1.0,1.0,1.0,0.00990099009900991,0.010836904585980986,2.0,20.0,2.1782178217821784,2.0,1.7821782178217827,18.0,2.0,2.0,0.08100810081008092,0.02082338308457711,0.47263681592039797,0.0323900300477809,0.02619651741293532,0.044498276241034716,0.45181343283582087,0.022614427860696514,0.03156965174129353,0.24298795935406803,1,0,723,9206,9929,0,49.64500045776367,27.359806060791016,723.0,1105.0,992.9,49.645,49.645,49.645,200,0.3077850880908586,0.3077850880908586,0.003022042587712522,-0.0018518545513093849,9.004256473780194e-05,-5.976857091706251e-06,0.0010472238367285139,0.0008484133916950795,8.215022817789932e-05,0.00011290874930975576,-0.0015083253522812457,-0.0013691953786368562,-0.0013392034278218352,-0.0046506156097673055,-0.0003076007611993705,-0.0036936525413587004,-0.0014934189923316657,-0.0002208010129022897,-0.0009761384394164865,-0.006299665199768682,-0.00298731235660576,0.0006444167836926729,-0.012047923481552598,-0.015060887782652157,-0.009841909846413095,-0.01493559976796231,-0.002295084050103459,0.004338606209747495,0.007210483803596757,0.003313000710810677,-0.0005773584064012962,0.002691234598113199,0.003525309626233782,0.003802537509788647,-0.011135185484236382,-1.2834763655613955e-07,-0.010264613657773024,-6.525275226405914e-08,-0.009489286728120765,-3.3529798378782584e-10,1.2540047949075956e-09,-3.5473897128153703e-08,-0.011512915249536158,-0.008346374962258684,0.003526039335779885,-0.0020429764622021942,-0.0011206028362555735,0.003122721236655655,-1.7105040915816916e-09,-0.0028964722765187473,0.0037488147318452815,0.0018004316947046325,0.009414667646265818,0.00428340298166713,-0.006885643641914425,0.009409485098123727,0.0023730939375478004,0.00178797818916523,-0.001868717052327881,-0.002681723297450471,-0.015249475551244665,0.00039099315484328654,0.001393910459571399,-0.0030980044768279162,-0.0006193652635568155,0.0100207619423299,-0.010421818593240118
la30.pt,20,10,0,202,2,0.0,99.0,52.87128712871287,55.0,28.13604269159577,99.0,30.0,78.75,0.3064374976823525,-1.0,9.0,4.445544554455446,4.0,2.9094426247356657,10.0,2.0,7.0,0.3729372937293729,28.658416748046875,31.405637741088867,220,3800,202,4020,0.09359144869710852,0.0,19.0,18.81188118811881,19.0,1.8811881188118815,19.0,19.0,19.0,0.00990099009900991,0.0,1.0,0.9900990099009901,1.0,0.099009900990099,1.0,1.0,1.0,0.00990099009900991,0.010836904585980986,2.0,20.0,2.1782178217821784,2.0,1.7821782178217827,18.0,2.0,2.0,0.08100810081008092,0.02082338308457711,0.47263681592039797,0.0323900300477809,0.02619651741293532,0.044498276241034716,0.45181343283582087,0.022614427860696514,0.03156965174129353,0.24298795935406803,1,0,726,9954,10680,0,53.400001525878906,27.772647857666016,726.0,1355.0,1068.0,53.4,53.4,53.4,200,0.3009363379164392,0.3009363379164392,0.003128626440268351,-0.0019084926107649698,8.332542633169969e-05,-0.0003153475318057207,-0.00012983820676275895,0.0009501556134207034,8.134322468032958e-05,-0.00017071009529353115,0.003008319325870204,-0.0012598371433950556,-0.001598479360560019,-0.005164117099465213,-0.00034371360646677295,-0.0038310920082048395,-0.001413875250831145,-0.0002576570064357427,-0.001015625508891126,-0.006874725562809556,-0.00447197392969197,-0.000219205695343533,-0.012841232988998565,-0.015402239324879967,-0.010017314865592377,-0.015980645849979654,-0.0024819552688240343,0.004226534057250929,0.006996214410039001,0.0031528696372039177,-0.0006110916910735181,0.002526966154786463,0.003509164236326138,0.003838777544820454,-0.011538151069832907,-1.3938704432108357e-07,-0.010656220555477394,-7.061593278883628e-08,-0.009747842745743154,-9.708252375955723e-09,1.3559222129279436e-09,-2.4347225027127903e-08,-0.011701182186145718,-0.008906643144607002,0.003392236867229499,-0.0022288705617694053,-0.0008926478986684375,0.003119334070683017,-9.55855419056664e-10,-0.002887242937760929,0.0034432085647053815,0.001589500494807855,0.00927684523221129,0.004116898120530207,-0.007332396757686645,0.00903259827011734,0.002089444740387814,0.00177927915589687,-0.0020572880660572903,-0.0029475606192379826,-0.015907530097610714,1.736240868757887e-05,0.001945066445594973,-0.0030156278203390652,0.0013462654497136057,0.010434609940164125,-0.010900335487031912
la31.pt,30,10,0,302,2,0.0,99.0,50.30132450331126,50.0,26.69372396103516,99.0,27.0,74.0,0.3059481890854685,-1.0,9.0,4.4635761589403975,4.0,2.897303689301637,10.0,2.0,7.0,0.370860927152318,27.382450103759766,29.76154136657715,330,8700,302,9030,0.09570746518228422,0.0,29.0,28.807947019867548,29.0,2.352159024526893,29.0,29.0,29.0,0.0066225165562914245,0.0,1.0,0.9933774834437086,1.0,0.0811089318802377,1.0,1.0,1.0,0.0066225165562914245,0.007260566324173286,2.0,30.0,2.185430463576159,2.0,2.271050092646655,28.0,2.0,2.0,0.08428657435279963,0.013810262089331856,0.4817275747508306,0.0218374366533923,0.01753119232189,0.03781752132916568,0.4679173126614988,0.015050572166851238,0.021252122554448135,0.2515635508930256,1,0,717,14474,15191,0,50.63666534423828,26.463647842407227,717.0,1784.0,1519.1,50.63666666666666,50.63666666666666,50.63666666666666,300,0.3179767371559861,0.3179767371559861,0.003188983919123301,-0.002222258378385748,7.573696613360105e-05,0.0001483096575504619,0.0010237472552978564,-0.0008417114901294918,9.007717407724535e-05,-0.00021220056403341108,-0.0016425310007748062,-0.001177150769955409,-0.0017922015924551735,-0.0057777010266304284,-0.0005073303985816843,-0.004322684120401928,-0.0018830399014953402,-0.0002922351760391432,-0.0010964266909608512,-0.007348594498265654,-0.0026305198631765255,0.0006330448098784853,-0.011771440021791653,-0.013690596095749527,-0.00873371236286673,-0.013762349042944187,-0.003567888007245733,0.004087956436703758,0.007356526573581464,0.0035429110475576546,-0.001444973621123995,0.0029083063720189302,0.0035621178130302014,0.004195217893240062,-0.010370075006250349,-1.4077351919040251e-07,-0.008811596888840909,-6.785951754566514e-08,-0.007762021818067524,-1.51418976713675e-10,2.5905824092431866e-10,-3.4018984990433974e-08,-0.010531090769811501,-0.0075305300331259244,0.0037396412422036627,-0.0032079320303900084,-0.0012745525555978312,0.0032356562322331363,-1.7116449965094891e-09,-0.0038710135521950024,0.00440309776966224,0.0020719239179165768,0.010541423479612141,0.005641372417014539,-0.006858538660546042,0.009974168443247318,0.004092681968460626,0.0030753232190918853,-0.0030419110954591293,-0.003430527790590511,-0.01382115519063197,0.0007431424326392834,8.840769671246071e-05,-0.0033092494925632643,0.002209181295355872,0.010706231631290511,-0.009700813041679864
la32.pt,30,10,0,302,2,0.0,99.0,54.86423841059602,58.0,27.72997957926293,99.0,31.25,78.75,0.2907458235058771,-1.0,9.0,4.4635761589403975,4.0,2.897303689301637,10.0,2.0,7.0,0.370860927152318,29.663908004760742,31.99577522277832,330,8700,302,9030,0.09570746518228422,0.0,29.0,28.807947019867548,29.0,2.352159024526893,29.0,29.0,29.0,0.0066225165562914245,0.0,1.0,0.9933774834437086,1.0,0.0811089318802377,1.0,1.0,1.0,0.0066225165562914245,0.007260566324173286,2.0,30.0,2.185430463576159,2.0,2.271050092646655,28.0,2.0,2.0,0.08428657435279963,0.013810262089331856,0.4817275747508306,0.0218374366533923,0.01753119232189,0.03781752132916568,0.4679173126614988,0.015050572166851238,0.021252122554448135,0.2515635508930256,1,0,756,15813,16569,0,55.22999954223633,27.45682144165039,756.0,1850.0,1656.9,55.23,55.23,55.23,300,0.34045030534935344,0.34045030534935344,0.003241497903698164,-0.002263636021542198,7.32788166708838e-05,0.0023941273067204817,-0.0004253758454195614,0.0018295616488763363,8.736798173617215e-05,0.00015421979506932823,0.0031611331618505052,-0.000906604528003627,-0.0017080795791650737,-0.006396569171088543,-0.000415735635866569,-0.004849182494295469,-0.002144567602084507,-7.530044873403977e-05,-0.0011585926663300152,-0.007945191909929103,0.004434633457412157,0.0006994554578669477,-0.0113950000784025,-0.013487282141725107,-0.008405123206614042,-0.014081876213227179,-0.0034101010291324317,0.004412052701220993,0.007583255662829623,0.00375922680692293,-0.0012237930771470517,0.002980738962216943,0.0037402604518124243,0.004404827794055406,-0.010384589226696637,-1.427458834955825e-07,-0.008370481366909217,-6.751525223785248e-08,-0.008281479742536393,-4.194113550765661e-09,5.628709840215126e-10,-2.774216163646851e-08,-0.010401950774684966,-0.00721589245669983,0.00356729219944603,-0.002913055157475351,-0.0007237844341864824,0.00341753103642573,-1.4113009245925047e-09,-0.0038785187017257045,0.004544695593023721,0.00222457174133696,0.010920771833837554,0.006001512067013677,-0.0068152064220104655,0.010157183569104089,0.004243610063929804,0.0034357561193476653,-0.0036112218026883927,-0.0037145199453251752,-0.013586030757674299,0.0014127381685908338,0.0019719027103707425,-0.0030937982813854727,0.002137154562970877,0.01113912586684585,-0.009276740624437955
la33.pt,30,10,0,302,2,0.0,99.0,49.56622516556291,48.0,27.38372017794035,99.0,27.0,73.75,0.318726471794468,-1.0,9.0,4.4635761589403975,4.0,2.897303689301637,10.0,2.0,7.0,0.370860927152318,27.01490020751953,29.794185638427734,330,8700,302,9030,0.09570746518228422,0.0,29.0,28.807947019867548,29.0,2.352159024526893,29.0,29.0,29.0,0.0066225165562914245,0.0,1.0,0.9933774834437086,1.0,0.0811089318802377,1.0,1.0,1.0,0.0066225165562914245,0.007260566324173286,2.0,30.0,2.185430463576159,2.0,2.271050092646655,28.0,2.0,2.0,0.08428657435279963,0.013810262089331856,0.4817275747508306,0.0218374366533923,0.01753119232189,0.03781752132916568,0.4679173126614988,0.015050572166851238,0.021252122554448135,0.2515635508930256,1,0,723,14246,14969,0,49.89666748046875,27.17313575744629,723.0,1719.0,1496.9,49.89666666666667,49.89666666666667,49.89666666666667,300,0.3245866960046692,0.3245866960046692,0.003276229960452473,-0.002261697104642935,7.590388868802579e-05,0.00013934874043932037,0.0009709209651516276,0.001003474727410464,8.965641735592457e-05,-0.00020341173996741145,-0.0015384086621695742,-0.0012546107816114587,-0.0018384624022560693,-0.00588792640005651,-0.00044511146167762136,-0.0044521102389214655,-0.0018356574681533287,-0.00028393091806237905,-0.0010523944225913164,-0.007609692408858775,-0.0030394913052621967,0.0006802340668593776,-0.01148386422178005,-0.013442685618401739,-0.008485462132810958,-0.013581671857238251,-0.0035276450241120915,0.004165656262665755,0.007470992058920032,0.0035837706346962318,-0.0013439689637460826,0.003016112236966589,0.003625460766732751,0.004221718919316776,-0.00998671929463913,-1.3009568189427233e-07,-0.008624647715517178,-6.753207185932291e-08,-0.007599504163308971,1.849405579616679e-09,1.0350437958757301e-09,-3.3647463463136223e-08,-0.0101562517675998,-0.007393442700851199,0.0038244557794840117,-0.0031806232891554115,-0.0011885414008057005,0.0032634528227878123,-1.7281559953051e-09,-0.004079849741659842,0.004478425221716964,0.002142059625923288,0.010642889998687488,0.005692601424158812,-0.006652105429862352,0.01008229461005058,0.004127495325385498,0.003137829225538774,-0.0030714174336866585,-0.0034931278706688508,-0.013437774070893959,0.0004475939124423792,0.0010750628281485483,-0.003191385396263212,0.0024688914005431355,0.011000137441435914,-0.009372496028270482
la34.pt,30,10,0,302,2,0.0,99.0,50.79801324503311,49.0,27.891860642354782,99.0,27.0,74.0,0.31666278867476727,-1.0,9.0,4.4635761589403975,4.0,2.897303689301637,10.0,2.0,7.0,0.370860927152318,27.630794525146484,30.49418067932129,330,8700,302,9030,0.09570746518228422,0.0,29.0,28.807947019867548,29.0,2.352159024526893,29.0,29.0,29.0,0.0066225165562914245,0.0,1.0,0.9933774834437086,1.0,0.0811089318802377,1.0,1.0,1.0,0.0066225165562914245,0.007260566324173286,2.0,30.0,2.185430463576159,2.0,2.271050092646655,28.0,2.0,2.0,0.08428657435279963,0.013810262089331856,0.4817275747508306,0.0218374366533923,0.01753119232189,0.03781752132916568,0.4679173126614988,0.015050572166851238,0.021252122554448135,0.2515635508930256,1,0,656,14685,15341,0,51.13666534423828,27.67353630065918,656.0,1721.0,1534.1,51.13666666666666,51.13666666666666,51.13666666666666,300,0.32630277964670307,0.32630277964670307,0.0033264058227672564,-0.0023344039345845357,7.64410209869544e-05,0.00026065193779586156,0.0009307012837940508,0.0009820646688568908,9.031381612722949e-05,-0.00021393270041255623,-0.0017432560908255763,-0.0012216176465887174,-0.0018431001798350916,-0.0059702811529634,-0.0004506789393176805,-0.004388206475828848,-0.0018486308667586332,-0.0003049622770384971,-0.0010545404058507994,-0.007562788083441117,-0.002990194168009604,9.056777688386936e-05,-0.011429122139371188,-0.013239673810033336,-0.008472163082574077,-0.013430392579235754,-0.0033674938217074,0.004199934353082035,0.007528548114947562,0.0035946364442486613,-0.0013532685257461748,0.0029967190969236238,0.00360540075780586,0.004341902690706472,-0.009926823299765328,-1.3546280111553944e-07,-0.008640207956605113,-6.856874794864246e-08,-0.007506739429108217,-1.8255997533808054e-09,1.4168116371866885e-09,-3.197730574823304e-08,-0.010034518904991569,-0.007419044503391357,0.003793229347263983,-0.0031012247502582237,-0.0011711360728744508,0.0032925235665280214,-7.34580202495235e-10,-0.003986414691210636,0.004497235607765319,0.0020769040092939593,0.01069088069841343,0.005765263180495685,-0.0066542221367362495,0.010074146907370459,0.004125899891158106,0.003161438424038522,-0.0031192293246658,-0.0028185454136089587,-0.013455169788786882,0.00045407803834603296,0.001120550369494745,-0.0026142455263141683,0.0024472497755029625,0.01089127305730467,-0.009326061477673831
la35.pt,30,10,0,302,2,0.0,99.0,51.27483443708609,50.0,28.072882247603662,99.0,27.25,77.0,0.3158204799774189,-1.0,9.0,4.4635761589403975,4.0,2.8973036893016366,10.0,2.0,7.0,0.370860927152318,27.869205474853516,30.758153915405273,330,8700,302,9030,0.09570746518228422,0.0,29.0,28.807947019867548,29.0,2.352159024526893,29.0,29.0,29.0,0.0066225165562914245,0.0,1.0,0.9933774834437086,1.0,0.0811089318802377,1.0,1.0,1.0,0.0066225165562914245,0.007260566324173286,2.0,30.0,2.185430463576159,2.0,2.271050092646655,28.0,2.0,2.0,0.08428657435279963,0.013810262089331856,0.4817275747508306,0.0218374366533923,0.01753119232189,0.03781752132916568,0.4679173126614988,0.015050572166851238,0.021252122554448135,0.2515635508930256,1,0,647,14838,15485,0,51.61666488647461,27.85132598876953,647.0,1888.0,1548.5,51.61666666666667,51.61666666666667,51.61666666666667,300,0.330116869664294,0.330116869664294,0.003342786432396832,-0.002359546203194492,7.574141279499506e-05,0.00031857267395020005,0.0008937558076883096,0.0011752121030116293,9.051902240698793e-05,-0.00021798013367308773,0.0031668410032918396,-0.0012345040561476625,-0.0018232914787893976,-0.006137782717030962,-0.00040994552663337297,-0.004511267948381354,-0.0018881374189688087,-0.0003061320583526703,-0.0010215293969367961,-0.007788193541721282,-0.003254318022766178,0.0008307328121184848,-0.01151277753343988,-0.01337814589825599,-0.008503332482708938,-0.013847403464019383,-0.0034399043536273172,0.0041997605564771615,0.007557362575206796,0.0036149628707131255,-0.0014121043578677155,0.0029855622543801036,0.003758277698846183,0.0043946111200241144,-0.009997533672488535,-1.401786625545749e-07,-0.008706113600939808,-6.976595951094041e-08,-0.007551987153255245,-2.2453913949144897e-09,1.0511549273701826e-09,-3.309297572623349e-08,-0.009974339888675509,-0.007566114424615191,0.003770147698105146,-0.0030940684778013386,-0.0009973516465009134,0.003349646537819617,-7.345802024952334e-10,-0.0041515845952051255,0.004504629249394775,0.0022245221380335087,0.011032986491030182,0.005739263624529419,-0.0068681084086717,0.010120044969924163,0.004132250955947114,0.0030551162592364783,-0.0032571605463192553,-0.00295631646383668,-0.01369618578631377,0.00046945255788066135,0.0011767408146183985,-0.0026165664254426996,0.0020795500097137492,0.010959102101830185,-0.009301655735217818
la36.pt,15,15,0,227,2,0.0,99.0,51.713656387665196,50.0,25.553294714611624,99.0,30.5,74.0,0.2846485208948071,-1.0,14.0,6.929515418502203,7.0,4.365903253500387,15.0,3.0,11.0,0.3612334801762114,29.32158660888672,28.93822479248047,240,3150,227,3390,0.06140111496627812,0.0,14.0,13.876651982378855,14.0,1.3083032955874447,14.0,14.0,14.0,0.008810572687224738,0.0,1.0,0.9911894273127754,1.0,0.0934502353991032,1.0,1.0,1.0,0.008810572687224738,0.009356360375813808,2.0,15.0,2.1145374449339207,2.0,1.2148530601883412,13.0,2.0,2.0,0.05368942731277526,0.02946181579809898,0.4646017699115044,0.04275596792847582,0.03764274008521796,0.04065807909652921,0.43513995411340545,0.03150704686987873,0.04786889544411668,0.1951230419424712,1,0,948,10791,11739,0,52.17333221435547,25.195083618164062,948.0,1028.0,782.6,52.17333333333333,52.17333333333333,52.17333333333333,225,0.32517265233477793,0.32517265233477793,-0.0017479198921521782,0.0006868929444111095,0.00010523746119305938,0.0006246120316563341,0.00034673985197510325,9.263633254032112e-05,0.00012279145986670277,-0.00010364272807998879,-0.0011743102245059388,-0.0010348299968434415,0.0005970065829489358,0.00015981593238095023,0.0002799871272256208,0.000899208539597537,0.00023393032103753106,-9.282082416648117e-07,3.582755521566519e-05,-0.0005342717709521537,-0.00041011438258221943,0.0001146596000107713,-0.0040651529981712885,-0.006064836872928158,-0.002619253318118821,-0.005842578923053711,0.0010712486552866029,-0.002899871531817572,-0.004884974758847233,-0.0002343900297007202,0.0013021886580875082,-0.000543395876574719,-0.002780348911353592,-0.004510910751354762,-0.004110983897138501,-2.656639896034972e-07,-0.0031531167180420885,-1.3966670272457356e-07,-0.0029519646596994544,-2.081437008845533e-08,-6.2975237994843074e-09,-2.6599594817047587e-08,-0.003892183497087772,-0.002212265617245336,-0.0008280970929068085,0.0007217143758970379,0.0008964254578174198,-0.001152026206361875,-8.861420609574314e-10,0.0007106263064820203,0.0017799467174817636,-0.0018808372788773585,-0.006843215791041697,-0.00686889030956433,-0.0021541869877460596,-0.0002124923242653193,0.0004990561416948036,-0.0010239086470179093,0.000769065552330871,0.00030800905628411516,-0.00522135822680123,-0.0003272550176067297,0.0008679295549549689,-3.407344413692009e-05,0.0011514898704196733,-0.008231353169060021,-0.003534340060952012
la37.pt,15,15,0,227,2,0.0,99.0,55.370044052863435,58.0,27.20787301026217,99.0,35.0,78.5,0.28235330403485537,-1.0,14.0,6.929515418502203,7.0,4.365903253500387,15.0,3.0,11.0,0.3612334801762114,31.1497802734375,31.085140228271484,240,3150,227,3390,0.06140111496627812,0.0,14.0,13.876651982378855,14.0,1.3083032955874447,14.0,14.0,14.0,0.008810572687224738,0.0,1.0,0.9911894273127754,1.0,0.0934502353991032,1.0,1.0,1.0,0.008810572687224738,0.009356360375813808,2.0,15.0,2.1145374449339207,2.0,1.2148530601883412,13.0,2.0,2.0,0.05368942731277526,0.02946181579809898,0.4646017699115044,0.04275596792847582,0.03764274008521796,0.04065807909652921,0.43513995411340545,0.03150704686987873,0.04786889544411668,0.1951230419424712,1,0,986,11583,12569,0,55.862220764160156,26.820781707763672,986.0,980.0,837.9333333333333,55.86222222222222,55.86222222222222,55.86222222222222,225,0.33184668930038835,0.33184668930038835,-0.0021417518701156327,0.0005995168519535455,0.00011044994582107595,0.002659910230485667,0.00010766563947674745,0.0005036126348323204,0.00014102241347513922,0.0009247877531957354,0.0014264188306184937,0.0015977929763729157,0.0006393746693727479,0.0001882136883198218,0.00019045451048426692,0.0006448801845879063,0.0001905516763453716,-3.479720054028774e-05,-2.6107914891071033e-05,-0.000374525285566235,0.000762127420620169,0.0012206437089663073,-0.004762438135449735,-0.006402683194510969,-0.002912056535709293,-0.005900431609734337,0.0009514750082622268,-0.002672843731044376,-0.004712649224604801,-0.00022583478524058342,0.0011782365084055052,-0.0006379083018855667,-0.0027245823170612246,-0.005137093088228781,-0.004497862709872413,-2.3126792093406887e-07,-0.0034687943518598107,-1.4668691030531659e-07,-0.00304133549132997,-2.314627676249513e-08,-2.0920625794086455e-09,-1.1593790238230785e-08,-0.003949125586295483,-0.002187029289790477,-0.0013275485347009003,0.00047712823179611876,0.0003298603643791803,-0.0014559080767114758,-9.569727163672936e-10,0.0005544021116264728,0.001136815684727487,-0.0018309811909354892,-0.00761038535806599,-0.0064027812153744194,-0.002170908101165015,-0.001052407380388292,0.0007089746693194836,-0.0006682925620975168,0.0007483838469993755,0.0003124324869537635,-0.004944377108642035,0.0016076805411968408,0.0005834906476606948,9.00748402999485e-06,0.0003219752222882072,-0.007053502515735108,-0.003533584527840213
