instance_id,n_jobs,n_machines,node_x_cols,node_x_col0_min,node_x_col0_max,node_x_col0_mean,node_x_col0_median,node_x_col0_std,node_x_col0_range,node_x_col0_q1,node_x_col0_q3,node_x_col0_gini,node_x_col1_min,node_x_col1_max,node_x_col1_mean,node_x_col1_median,node_x_col1_std,node_x_col1_range,node_x_col1_q1,node_x_col1_q3,node_x_col1_gini,node_x_overall_mean,node_x_overall_std,num_conjunctive_edges,num_disjunctive_edges,num_nodes_total,num_edges_total,disj_graph_density,deg_d_min,deg_d_max,deg_d_mean,deg_d_median,deg_d_std,deg_d_range,deg_d_q1,deg_d_q3,deg_d_gini,clustering_min,clustering_max,clustering_mean,clustering_median,clustering_std,clustering_range,clustering_q1,clustering_q3,clustering_gini,conj_graph_density,deg_c_min,deg_c_max,deg_c_mean,deg_c_median,deg_c_std,deg_c_range,deg_c_q1,deg_c_q3,deg_c_gini,betweenness_min,betweenness_max,betweenness_mean,betweenness_median,betweenness_std,betweenness_range,betweenness_q1,betweenness_q3,betweenness_gini,speed,rddd,makespan_min,makespan_range,operation_cost_mean,operation_cost_std,makespan_lb_job_sum,makespan_lb_machine_sum,makespan_lb_meanload,num_op_nodes,size_jobs_log,size_machs_log,size_ops_log,status,quality_tag,is_optimal,timelimit_hit,objective,objective_bound,gap_abs,gap_rel,makespan,energy,mk_plus_en_eq_objective,n_jobs_inferred,n_machines_inferred,start_time_len,start_time_flat_len,start_time_min,start_time_max,start_time_mean,start_time_std,start_time_gini,start_time_num_zero,start_time_zero_ratio,speeds_len,speeds_flat_len,speeds_unique,speeds_mean,speeds_all_one,solveTime,flatTime,totalTime,maxTime,method,nSolutions,failures,propagations,paths,flatBoolVars,flatIntVars,flatBoolConstraints,flatIntConstraints,evaluatedHalfReifiedConstraints,boolVariables_runtime,parsed_makespan,parsed_energy,parsed_objective,parsed_obj_matches_objective,checker_len,objective_from_stats,complexity_supervised_0_1
21-9-0.pt,21.0,9.0,2.0,0.0,99.0,53.596858638743456,57.0,26.2139763404348,99.0,30.5,74.0,0.2817333898644021,-1.0,8.0,3.9476439790575917,4.0,2.618376900013933,9.0,2.0,6.0,0.37696335078534027,28.77225112915039,31.036678314208984,210.0,3780.0,191.0,3990.0,0.10416092587489667,0.0,20.0,19.790575916230367,20.0,2.0358347743689613,20.0,20.0,20.0,0.010471204188481797,0.0,1.0,0.9895287958115183,1.0,0.10179173871844809,1.0,1.0,1.0,0.010471204188481797,0.011573436208321852,2.0,21.0,2.1989528795811517,2.0,1.9340430356505132,19.0,2.0,2.0,0.08952879581151829,0.01916166076567079,0.4736842105263158,0.03090186198480494,0.023394464998475025,0.045962912003688856,0.45452254976064504,0.020219861823871848,0.028685470289480316,0.2576672113471392,1.0,0.0,628.0,9609.0,54.67661666870117,25.739315032958984,628.0,1271.0,1137.4444444444443,189.0,3.091042453358316,2.302585092994046,5.247024072160486,SATISFIED,feasible,False,False,13262.0,12583.0,679.0,0.0511989141909214,1358.0,11904.0,True,22.0,9.0,22,198,0.0,1306.0,641.8030303030303,393.56981410758095,0.353793011681536,6,0.0303030303030303,22,198,1,1.0,True,1987.16,170.74800000000002,2267.0,93276.0,minimize,163.0,0.0,74298.0,0.0,4158.0,398.0,2079.0,5150.0,4158.0,2079.0,1358.0,11904.0,13262.0,True,0,13262.0,0.315445298956253
22-10-0.pt,22.0,10.0,2.0,0.0,99.0,53.78378378378378,57.0,26.339572326969645,99.0,30.25,74.0,0.2821781580575551,-1.0,9.0,4.45045045045045,4.0,2.906156059184991,10.0,2.0,7.0,0.3723723723723724,29.117116928100586,30.976665496826172,242.0,4620.0,222.0,4862.0,0.09416656475480005,0.0,21.0,20.81081081081081,21.0,1.984232955997584,21.0,21.0,21.0,0.009009009009009139,0.0,1.0,0.990990990990991,1.0,0.09448728361893258,1.0,1.0,1.0,0.009009009009009139,0.0098650686885981,2.0,22.0,2.18018018018018,2.0,1.8897456723786514,20.0,2.0,2.0,0.08190008190008191,0.018903556336711414,0.4751131221719457,0.029535911888853062,0.02383979656706929,0.04289890422827471,0.45620956583523425,0.020548969746830705,0.028776036797427167,0.24532876665875425,1.0,0.0,711.0,11229.0,54.788108825683594,25.9399356842041,711.0,1342.0,1194.0,220.0,3.1354942159291497,2.3978952727983707,5.3981627015177525,SATISFIED,feasible,False,False,15243.0,14585.0,658.0,0.043167355507446,1448.0,13795.0,True,23.0,10.0,23,230,0.0,1384.0,685.704347826087,400.0889895339709,0.3366630313482803,10,0.0434782608695652,23,230,1,1.0,True,4602.26,199.329,4931.0,99268.0,minimize,287.0,0.0,115071.0,0.0,5060.0,462.0,2530.0,6327.0,5060.0,2530.0,1448.0,13795.0,15243.0,True,0,15243.0,0.29941420237099015
22-11-0.pt,22.0,11.0,2.0,0.0,99.0,53.00409836065574,54.5,26.017096830079545,99.0,30.0,73.25,0.28294976759161017,-1.0,10.0,4.950819672131147,5.0,3.1954179772682436,11.0,2.0,8.0,0.3688524590163935,28.977458953857422,30.345170974731445,264.0,5082.0,244.0,5346.0,0.08571139445456386,0.0,21.0,20.827868852459016,21.0,1.8934426229508194,21.0,21.0,21.0,0.00819672131147553,0.0,1.0,0.9918032786885246,1.0,0.09016393442622953,1.0,1.0,1.0,0.00819672131147553,0.008905079943331309,2.0,22.0,2.1639344262295084,2.0,1.8032786885245897,20.0,2.0,2.0,0.07513661202185795,0.019047221526560368,0.4753086419753086,0.029533341919498565,0.025169045830202852,0.04096426164924061,0.45626142044874823,0.019727424226965086,0.029930464733035896,0.23419082164662952,1.0,0.0,759.0,12174.0,53.967037200927734,25.66648292541504,759.0,1378.0,1175.7272727272727,242.0,3.1354942159291497,2.4849066497880004,5.493061443340548,SATISFIED,feasible,False,False,16773.0,16049.0,724.0,0.0431646097895427,1567.0,15206.0,True,23.0,11.0,23,253,0.0,1532.0,740.2173913043479,443.20491537188025,0.3453900675540557,7,0.0276679841897233,23,253,1,1.0,True,6160.85,229.938,6534.0,102264.0,minimize,355.0,6396.0,8532847.0,0.0,5566.0,508.0,2783.0,7086.0,5566.0,8878.0,1567.0,15206.0,16773.0,True,0,16773.0,0.3740492490808943
22-12-0.pt,22.0,12.0,2.0,0.0,99.0,53.49248120300752,55.5,26.44290806769774,99.0,30.0,74.0,0.2850165155668003,-1.0,11.0,5.451127819548872,5.0,3.484587257062623,12.0,2.0,8.0,0.36591478696741864,29.471803665161133,30.539775848388672,286.0,5544.0,266.0,5830.0,0.07864945382323733,0.0,21.0,20.842105263157894,21.0,1.8140724146962197,21.0,21.0,21.0,0.007518796992481258,0.0,1.0,0.9924812030075187,1.0,0.08638440069981997,1.0,1.0,1.0,0.007518796992481258,0.008114626188111788,2.0,22.0,2.1503759398496243,2.0,1.7276880139963993,20.0,2.0,2.0,0.06940427993059584,0.019483860907531573,0.47547169811320755,0.029532665282417016,0.026344924372368624,0.03927611306470892,0.455987837205676,0.020627371485004417,0.03091896668225999,0.22477479617119034,1.0,0.0,809.0,13420.0,54.42549133300781,26.128307342529297,809.0,1424.0,1185.75,264.0,3.1354942159291497,2.5649493574615367,5.579729825986222,SATISFIED,feasible,False,False,17903.0,17461.0,442.0,0.0246885996760319,1431.0,16472.0,True,23.0,12.0,23,276,0.0,1420.0,684.8007246376811,413.5537574358743,0.3485716964009464,10,0.036231884057971,23,276,1,1.0,True,57159.3,233.993,57545.0,105260.0,minimize,314.0,9.0,185740.0,0.0,6072.0,554.0,3036.0,7868.0,6072.0,3036.0,1431.0,16472.0,17903.0,True,0,17903.0,0.3087034407252383
22-13-0.pt,22.0,13.0,2.0,0.0,99.0,53.798611111111114,55.5,26.59589041487193,99.0,30.0,75.0,0.28509826384406867,-1.0,12.0,5.951388888888889,6.0,3.773684209818317,13.0,3.0,9.0,0.3634259259259258,29.875,30.54718017578125,308.0,6006.0,288.0,6314.0,0.07266260162601626,0.0,21.0,20.854166666666668,21.0,1.7439130250356205,21.0,21.0,21.0,0.00694444444444442,0.0,1.0,0.9930555555555556,1.0,0.08304347738264861,1.0,1.0,1.0,0.00694444444444442,0.007452574525745257,2.0,22.0,2.138888888888889,2.0,1.660869547652972,20.0,2.0,2.0,0.06448412698412698,0.019591273471539546,0.47560975609756095,0.029533136240453308,0.023977131515934176,0.037786461343951035,0.4560184826260214,0.021540543713492715,0.03177421248374685,0.21677506394659685,1.0,0.0,836.0,14658.0,54.69903564453125,26.315475463867188,836.0,1595.0,1191.8461538461538,286.0,3.1354942159291497,2.6390573296152584,5.659482215759621,SATISFIED,feasible,False,False,19431.0,18998.0,433.0,0.0222839792084812,1510.0,17921.0,True,23.0,13.0,23,299,0.0,1494.0,737.4247491638796,433.8094809268164,0.3395512670092804,10,0.0334448160535117,23,299,1,1.0,True,65688.0,253.886,66104.0,108256.0,minimize,289.0,50.0,359995.0,0.0,6578.0,600.0,3289.0,8673.0,6578.0,3289.0,1510.0,17921.0,19431.0,True,0,19431.0,0.29206307208933974
22-14-0.pt,22.0,14.0,2.0,0.0,99.0,53.170967741935485,53.5,26.70374739376343,99.0,30.0,75.0,0.2896201951962236,-1.0,13.0,6.451612903225806,6.0,4.062723619075607,14.0,3.0,10.0,0.3612903225806452,29.811290740966797,30.174034118652344,330.0,6468.0,310.0,6798.0,0.06752270591919825,0.0,21.0,20.864516129032257,21.0,1.6813106230052128,21.0,21.0,21.0,0.006451612903225934,0.0,1.0,0.9935483870967742,1.0,0.08006241061929587,1.0,1.0,1.0,0.006451612903225934,0.006890072032571249,2.0,22.0,2.129032258064516,2.0,1.6012482123859169,20.0,2.0,2.0,0.06021505376344094,0.019912273663376927,0.47572815533980584,0.029534303258074004,0.024955773852508186,0.03645943701351379,0.4558158816764289,0.02075285702823214,0.03252102413620507,0.20984949000746345,1.0,0.0,953.0,15530.0,54.03789520263672,26.456851959228516,953.0,1375.0,1177.357142857143,308.0,3.1354942159291497,2.70805020110221,5.733341276897746,SATISFIED,feasible,False,False,20900.0,20523.0,377.0,0.0180382775119617,1513.0,19387.0,True,23.0,14.0,23,322,0.0,1478.0,708.8074534161491,431.66373955177824,0.3514343984579979,11,0.0341614906832298,23,322,1,1.0,True,70352.7,271.758,70802.0,111252.0,minimize,347.0,8.0,266320.0,0.0,7084.0,646.0,3542.0,9501.0,7084.0,3542.0,1513.0,19387.0,20900.0,True,0,20900.0,0.37739684834047116
22-15-0.pt,22.0,15.0,2.0,0.0,99.0,52.903614457831324,52.5,26.415409183985417,99.0,30.0,75.0,0.2879462509569135,-1.0,14.0,6.951807228915663,7.0,4.351716499607918,15.0,3.0,11.0,0.3594377510040161,29.927711486816406,29.769912719726562,352.0,6930.0,332.0,7282.0,0.06306191533505624,0.0,21.0,20.873493975903614,21.0,1.6249993021202875,21.0,21.0,21.0,0.0060240963855420215,0.0,1.0,0.9939759036144579,1.0,0.07738091914858512,1.0,1.0,1.0,0.0060240963855420215,0.0064062898118152365,2.0,22.0,2.1204819277108435,2.0,1.5476183829717025,20.0,2.0,2.0,0.056475903614457756,0.01999533927575674,0.47583081570996977,0.029535885922156082,0.025854535467279217,0.03526762507486178,0.455835476434213,0.02146013832363736,0.033178530706682315,0.20383031519224093,1.0,0.0,1019.0,16545.0,53.74531173706055,26.19099998474121,1019.0,1386.0,1170.9333333333334,330.0,3.1354942159291497,2.772588722239781,5.802118375377063,SATISFIED,feasible,False,False,22424.0,21998.0,426.0,0.0189975026757046,1616.0,20808.0,True,23.0,15.0,23,345,0.0,1605.0,790.8405797101449,465.0522184545721,0.3393108877316215,12,0.0347826086956521,23,345,1,1.0,True,62050.4,312.222,62702.0,114248.0,minimize,433.0,0.0,341909.0,0.0,7590.0,692.0,3795.0,10352.0,7590.0,3795.0,1616.0,20808.0,22424.0,True,0,22424.0,0.394695009730973
22-16-0.pt,22.0,16.0,2.0,0.0,99.0,53.12994350282486,53.0,26.224800796821434,99.0,30.0,74.75,0.28471175866982934,-1.0,15.0,7.451977401129944,7.0,4.64067122550371,16.0,3.0,11.0,0.35781544256120545,30.29096031188965,29.601640701293945,374.0,7392.0,354.0,7766.0,0.059153982810774476,0.0,21.0,20.88135593220339,21.0,1.573991425931376,21.0,21.0,21.0,0.005649717514124353,0.0,1.0,0.9943502824858758,1.0,0.07495197266339887,1.0,1.0,1.0,0.005649717514124353,0.005985819689185512,2.0,22.0,2.1129943502824857,2.0,1.4990394532679772,20.0,2.0,2.0,0.05317381189764059,0.020241202912462248,0.4759206798866856,0.029537706735574893,0.026679523798375203,0.03418966552145093,0.4556794769742234,0.022172699178236135,0.03376167677287945,0.1985249119397139,1.0,0.0,1003.0,17805.0,53.95223617553711,26.00266456604004,1003.0,1355.0,1175.5,352.0,3.1354942159291497,2.833213344056216,5.8664680569332965,SATISFIED,feasible,False,False,23587.0,23225.0,362.0,0.0153474371475812,1582.0,22005.0,True,23.0,16.0,23,368,0.0,1570.0,758.3315217391304,462.7343224106191,0.3522322832155335,11,0.029891304347826,23,368,1,1.0,True,50209.9,320.405,50738.0,117244.0,minimize,372.0,0.0,457489.0,0.0,8096.0,738.0,4048.0,11226.0,8096.0,4154.0,1582.0,22005.0,23587.0,True,0,23587.0,0.4542114810808834
22-17-0.pt,22.0,17.0,2.0,0.0,99.0,53.890957446808514,54.5,26.16429927458605,99.0,31.0,75.0,0.28007328628534767,-1.0,16.0,7.952127659574468,8.0,4.929594276244637,17.0,4.0,12.0,0.3563829787234043,30.92154312133789,29.698986053466797,396.0,7854.0,376.0,8250.0,0.05570212765957447,0.0,21.0,20.888297872340427,21.0,1.5275036220995968,21.0,21.0,21.0,0.005319148936170359,0.0,1.0,0.9946808510638298,1.0,0.07273826771902842,1.0,1.0,1.0,0.005319148936170359,0.005617021276595744,2.0,22.0,2.106382978723404,2.0,1.4547653543805688,20.0,2.0,2.0,0.05023640661938544,0.020307243558580455,0.476,0.02953965183752417,0.02487052341597796,0.03320863663044519,0.45569275644141954,0.02144806352292983,0.030574623237724842,0.19383391431536756,1.0,0.0,1126.0,19137.0,54.69643020629883,25.94645881652832,1126.0,1353.0,1191.9411764705883,374.0,3.1354942159291497,2.8903717578961645,5.926926025970411,SATISFIED,feasible,False,False,25060.0,24699.0,361.0,0.0144054269752593,1678.0,23382.0,True,23.0,17.0,23,391,0.0,1661.0,827.1406649616368,480.2608872845178,0.3350275450160997,13,0.0332480818414322,23,391,1,1.0,True,101315.0,327.327,101859.0,120240.0,minimize,393.0,50.0,572033.0,0.0,8602.0,784.0,4301.0,12123.0,8602.0,4301.0,1678.0,23382.0,25060.0,True,0,25060.0,0.42685218727646607
22-18-0.pt,22.0,18.0,2.0,0.0,99.0,53.30904522613066,51.5,26.358610554137492,99.0,30.25,75.0,0.285240004992678,-1.0,17.0,8.452261306532664,8.0,5.218490743525527,18.0,4.0,13.0,0.3551088777219431,30.880653381347656,29.39451026916504,418.0,8316.0,398.0,8734.0,0.05263091275014873,0.0,21.0,20.894472361809044,21.0,1.4849054918033973,21.0,21.0,21.0,0.005025125628140836,0.0,1.0,0.9949748743718593,1.0,0.0707097853239713,1.0,1.0,1.0,0.005025125628140836,0.00529093831879802,2.0,22.0,2.100502512562814,2.0,1.414195706479426,20.0,2.0,2.0,0.04760645331922775,0.020501557826952836,0.47607052896725444,0.029541647632099894,0.025590227903028454,0.03231093618294803,0.4555689711403016,0.02202815884977552,0.031187764986711632,0.18964078226965397,1.0,0.0,1214.0,20003.0,54.0941162109375,26.152740478515625,1214.0,1379.0,1178.7222222222222,396.0,3.1354942159291497,2.9444389791664403,5.983936280687191,SATISFIED,feasible,False,False,26643.0,26285.0,358.0,0.0134369252711781,1724.0,24919.0,True,23.0,18.0,23,414,0.0,1695.0,807.2367149758454,473.366218499231,0.3381982935409537,10,0.0241545893719806,23,414,1,1.0,True,61248.7,349.961,61829.0,123236.0,minimize,358.0,0.0,604793.0,0.0,9108.0,830.0,4554.0,13043.0,9108.0,4671.0,1724.0,24919.0,26643.0,True,0,26643.0,0.525585410889004
22-19-0.pt,22.0,19.0,2.0,0.0,99.0,53.083333333333336,51.0,26.37296971799027,99.0,30.0,74.25,0.2865452429009281,-1.0,18.0,8.952380952380953,9.0,5.507364683733699,19.0,4.0,14.0,0.35396825396825404,31.01785659790039,29.151630401611328,440.0,8778.0,420.0,9218.0,0.04988066825775656,0.0,21.0,20.9,21.0,1.445683229480096,21.0,21.0,21.0,0.004761904761904745,0.0,1.0,0.9952380952380953,1.0,0.06884205854667125,1.0,1.0,1.0,0.004761904761904745,0.005000568246391636,2.0,22.0,2.0952380952380953,2.0,1.3768411709334247,20.0,2.0,2.0,0.0452380952380953,0.02055526891945341,0.47613365155131265,0.029543646488753888,0.026264921658373828,0.03148548901142462,0.45557838263185924,0.021468813357680677,0.03174618828773743,0.18588304999252814,1.0,0.0,1227.0,21068.0,53.85698318481445,26.177478790283203,1227.0,1364.0,1173.421052631579,418.0,3.1354942159291497,2.995732273553991,6.037870919922137,SATISFIED,feasible,False,False,28005.0,27646.0,359.0,0.0128191394393858,1754.0,26251.0,True,23.0,19.0,23,437,0.0,1735.0,848.1418764302059,508.8818253155881,0.3463409614811878,12,0.0274599542334096,23,437,1,1.0,True,55731.9,376.383,56359.0,126232.0,minimize,459.0,0.0,703635.0,0.0,9614.0,876.0,4807.0,13986.0,9614.0,4921.0,1754.0,26251.0,28005.0,True,0,28005.0,0.33480733859643075
22-2-0.pt,22.0,2.0,2.0,0.0,98.0,57.30434782608695,62.5,27.089922372348845,98.0,44.75,79.75,0.26603219634492303,-1.0,1.0,0.43478260869565216,0.0,0.5768043113661565,2.0,0.0,1.0,0.5217391304347825,28.869565963745117,34.28753662109375,66.0,924.0,46.0,990.0,0.4463768115942029,0.0,21.0,20.08695652173913,21.0,4.282553519838784,21.0,21.0,21.0,0.04347826086956519,0.0,1.0,0.9565217391304348,1.0,0.20393111999232302,1.0,1.0,1.0,0.04347826086956519,0.06376811594202898,2.0,22.0,2.869565217391304,2.0,4.07862239984646,20.0,2.0,2.0,0.28985507246376807,0.011662075298438936,0.4666666666666667,0.031444883618796673,0.011662075298438936,0.09278959591937196,0.45500459136822774,0.011662075298438936,0.011662075298438936,0.601773135778479,1.0,0.0,179.0,2457.0,60.35051345825195,24.64784049987793,179.0,1361.0,1318.0,44.0,3.1354942159291497,1.0986122886681098,3.8066624897703196,SATISFIED,feasible,False,False,4097.0,2894.0,1203.0,0.2936294849890163,1466.0,2631.0,True,23.0,2.0,23,46,0.0,1387.0,678.7826086956521,433.3284181292661,0.3665338257082065,2,0.0434782608695652,23,46,1,1.0,True,63.521,72.119,199.0,75300.0,minimize,26.0,102.0,35892.0,0.0,1012.0,94.0,506.0,1083.0,1012.0,676.0,1466.0,2631.0,4097.0,True,0,4097.0,0.3653689512274121
22-20-0.pt,22.0,20.0,2.0,0.0,99.0,53.38914027149321,51.0,26.594451666501087,99.0,31.0,75.0,0.2872864062795413,-1.0,19.0,9.452488687782806,9.0,5.796219368243766,20.0,4.0,14.0,0.3529411764705883,31.420814514160156,29.206809997558594,462.0,9240.0,442.0,9702.0,0.04740357681534152,0.0,21.0,20.90497737556561,21.0,1.4094132871403522,21.0,21.0,21.0,0.004524886877828038,0.0,1.0,0.995475113122172,1.0,0.06711491843525487,1.0,1.0,1.0,0.004524886877828038,0.004740357681534152,2.0,22.0,2.090497737556561,2.0,1.3422983687050971,20.0,2.0,2.0,0.043094160741219634,0.020712692790614867,0.47619047619047616,0.029545617780911897,0.02689698468919248,0.030723174066560166,0.4554777833998613,0.02194955117033039,0.032256704334626414,0.182486152131911,1.0,0.0,1303.0,22295.0,54.14792251586914,26.40802574157715,1303.0,1400.0,1179.9,440.0,3.1354942159291497,3.044522437723423,6.089044875446846,SATISFIED,feasible,False,False,29372.0,28984.0,388.0,0.0132098597303554,1845.0,27527.0,True,23.0,20.0,23,460,0.0,1818.0,892.3434782608696,518.4077498129851,0.3352840601318039,9,0.0195652173913043,23,460,1,1.0,True,43765.1,389.169,44413.0,129228.0,minimize,492.0,12526.0,68281608.0,0.0,10120.0,922.0,5060.0,14952.0,10120.0,20062.0,1845.0,27527.0,29372.0,True,0,29372.0,0.3008948836440765
22-21-0.pt,22.0,21.0,2.0,0.0,99.0,53.502155172413794,51.0,26.54850789060095,99.0,31.0,75.0,0.2861635760669514,-1.0,20.0,9.952586206896552,10.0,6.085057464479415,21.0,5.0,15.0,0.3520114942528736,31.727371215820312,29.07003402709961,484.0,9702.0,464.0,10186.0,0.045160869889029565,0.0,21.0,20.90948275862069,21.0,1.375742962176655,21.0,21.0,21.0,0.004310344827586077,0.0,1.0,0.9956896551724138,1.0,0.06551156962745974,1.0,1.0,1.0,0.004310344827586077,0.004505846428837417,2.0,22.0,2.086206896551724,2.0,1.310231392549195,20.0,2.0,2.0,0.041144200626959115,0.020757206011476577,0.47624190064794814,0.02954754215274063,0.025432156690746912,0.030016402594173354,0.45548469463647157,0.022440188256013897,0.032725079750408635,0.17940890415088773,1.0,0.0,1399.0,23426.0,54.247589111328125,26.37083625793457,1399.0,1427.0,1182.142857142857,462.0,3.1354942159291497,3.091042453358316,6.137727054086234,SATISFIED,feasible,False,False,30823.0,30455.0,368.0,0.0119391363592122,1868.0,28955.0,True,23.0,21.0,23,483,0.0,1835.0,900.6293995859213,530.3324217527771,0.339859781494501,15,0.031055900621118,23,483,1,1.0,True,30032.3,423.574,30756.0,132224.0,minimize,416.0,48.0,812650.0,0.0,10626.0,968.0,5313.0,15941.0,10626.0,5313.0,1868.0,28955.0,30823.0,True,0,30823.0,0.4802634643803289
22-22-0.pt,22.0,22.0,2.0,0.0,99.0,53.54320987654321,51.0,26.30646357667036,99.0,31.25,75.0,0.2832944773226074,-1.0,21.0,10.452674897119342,10.0,6.373881169090195,22.0,5.0,16.0,0.35116598079561046,31.997941970825195,28.81886100769043,506.0,10164.0,486.0,10670.0,0.04312078401425481,0.0,21.0,20.91358024691358,21.0,1.3443758555892382,21.0,21.0,21.0,0.004115226337448652,0.0,1.0,0.9958847736625515,1.0,0.06401789788520183,1.0,1.0,1.0,0.004115226337448652,0.004293411395358704,2.0,22.0,2.0823045267489713,2.0,1.280357957704037,20.0,2.0,2.0,0.03936303453211676,0.020887326016404997,0.4762886597938144,0.02954940778537571,0.025999364867900266,0.029358802483086473,0.45540133377740943,0.02190973378670405,0.033156219259993645,0.17660141259215445,1.0,0.0,1355.0,24667.0,54.27602005004883,26.1303768157959,1355.0,1438.0,1182.8181818181818,484.0,3.1354942159291497,3.1354942159291497,6.184148890937483,SATISFIED,feasible,False,False,32307.0,31972.0,335.0,0.0103692698176865,1946.0,30361.0,True,23.0,22.0,23,506,0.0,1929.0,953.1679841897234,558.5625479770872,0.3381560919763271,14,0.0276679841897233,23,506,1,1.0,True,129317.0,447.273,130058.0,135220.0,minimize,346.0,58428.0,182766319.0,0.0,11132.0,1014.0,5566.0,16953.0,11132.0,17648.0,1946.0,30361.0,32307.0,True,0,32307.0,0.38747867678561554
22-23-0.pt,22.0,23.0,2.0,0.0,99.0,53.395669291338585,51.0,26.314103224108873,99.0,31.0,75.0,0.284186146086578,-1.0,22.0,10.952755905511811,11.0,6.662692307388775,23.0,5.0,17.0,0.3503937007874016,32.17421340942383,28.614017486572266,528.0,10626.0,508.0,11154.0,0.041257047011135445,0.0,21.0,20.91732283464567,21.0,1.3150608194185993,21.0,21.0,21.0,0.003937007874015741,0.0,1.0,0.9960629921259843,1.0,0.06262194378183805,1.0,1.0,1.0,0.003937007874015741,0.004100079206075572,2.0,22.0,2.078740157480315,2.0,1.2524388756367613,20.0,2.0,2.0,0.037729658792651,0.020924803381477144,0.47633136094674555,0.029551207927949293,0.0265379193624861,0.028744978589188556,0.45540655756526843,0.022328082376729383,0.033554314338747296,0.17403544691250517,1.0,0.0,1466.0,25659.0,54.120330810546875,26.149181365966797,1466.0,1346.0,1179.3478260869565,506.0,3.1354942159291497,3.1780538303479458,6.2285110035911835,SATISFIED,feasible,False,False,33754.0,33427.0,327.0,0.0096877407122118,1972.0,31782.0,True,23.0,23.0,23,529,0.0,1919.0,936.1077504725898,556.0280229474762,0.3428318001852861,15,0.0283553875236294,23,529,1,1.0,True,100732.0,469.302,101511.0,138216.0,minimize,379.0,21786.0,128978207.0,0.0,11638.0,1060.0,5819.0,17988.0,11638.0,19195.0,1972.0,31782.0,33754.0,True,0,33754.0,0.4025563924000303
22-24-0.pt,22.0,24.0,2.0,0.0,99.0,53.301886792452834,51.0,26.31355551777798,99.0,31.0,74.0,0.28469767907831023,-1.0,23.0,11.452830188679245,11.0,6.951492408613648,24.0,5.0,17.0,0.3496855345911949,32.377357482910156,28.428842544555664,550.0,11088.0,530.0,11638.0,0.03954774048578664,0.0,21.0,20.920754716981133,21.0,1.2875834452630577,21.0,21.0,21.0,0.0037735849056603765,0.0,1.0,0.9962264150943396,1.0,0.06131349739347893,1.0,1.0,1.0,0.0037735849056603765,0.003923386952955024,2.0,22.0,2.0754716981132075,2.0,1.2262699478695789,20.0,2.0,2.0,0.03622641509433944,0.0210341514474527,0.4763705103969754,0.02955293924370501,0.027048930619131686,0.02817032833295909,0.45533635894952273,0.022752659782218125,0.03392296395819338,0.17167637676229108,1.0,0.0,1545.0,26705.0,54.01601791381836,26.156810760498047,1545.0,1488.0,1177.0833333333333,528.0,3.1354942159291497,3.2188758248682006,6.270988431858299,SATISFIED,feasible,False,False,35091.0,34818.0,273.0,0.0077797725912627,2022.0,33069.0,True,23.0,24.0,23,552,0.0,2010.0,973.5416666666666,576.2055588850005,0.3416515710315368,13,0.0235507246376811,23,552,1,1.0,True,98685.4,491.32,99495.0,141212.0,minimize,323.0,0.0,1189178.0,0.0,12144.0,1106.0,6072.0,19046.0,12144.0,6072.0,2022.0,33069.0,35091.0,True,0,35091.0,0.601018809084012
22-25-0.pt,22.0,25.0,2.0,0.0,99.0,53.766304347826086,53.0,26.42588944045151,99.0,31.75,75.0,0.28349187758289074,-1.0,24.0,11.952898550724637,12.0,7.240282763604915,25.0,6.0,18.0,0.34903381642512077,32.85960006713867,28.503768920898438,572.0,11550.0,552.0,12122.0,0.03797443383571372,0.0,21.0,20.92391304347826,21.0,1.2617594311134674,21.0,21.0,21.0,0.0036231884057971175,0.0,1.0,0.9963768115942029,1.0,0.06008378243397463,1.0,1.0,1.0,0.0036231884057971175,0.0037612772561087878,2.0,22.0,2.072463768115942,2.0,1.2016756486794928,20.0,2.0,2.0,0.03483835005574143,0.021066130701504402,0.4764065335753176,0.02955460069008558,0.025817821841580296,0.027630898114306086,0.45534040287381317,0.022254053486523373,0.03175743576667516,0.16950421532761073,1.0,0.0,1644.0,28035.0,54.471229553222656,26.273393630981445,1644.0,1396.0,1187.16,550.0,3.1354942159291497,3.258096538021482,6.311734809152915,SATISFIED,feasible,False,False,36529.0,36143.0,386.0,0.0105669468093843,2107.0,34422.0,True,23.0,25.0,23,575,0.0,2072.0,1004.0208695652174,596.4989416508199,0.3429450912534975,16,0.0278260869565217,23,575,1,1.0,True,29574.9,510.528,30419.0,144208.0,minimize,397.0,50.0,1533118.0,0.0,12650.0,1152.0,6325.0,20127.0,12650.0,6325.0,2107.0,34422.0,36529.0,True,0,36529.0,0.5210077300621562
