file,benchmark_family,size_family,jobs,machines,n,min,q25,median,q75,max,mean,std,cv,skewness,kurtosis_excess,unique_values,best_discrete,best_discrete_params,best_discrete_aic,best_discrete_gof_pvalue,best_continuous_exploratory,best_continuous_aic,uniform_1_99_pvalue_bins10,uniform_1_99_chi2_bins10
la25,la,15x10,15,10,150,5.0,29.0,47.5,74.75,99.0,50.06,27.979673830318443,0.5589227692832289,0.0762603486935523,-1.2166800059115066,82,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",1370.1630674801622,0.978739397404132,uniform,1366.9884346810009,0.5285797221015283,8.055333333333333
la36,la,15x15,15,15,225,7.0,31.0,51.0,74.0,99.0,52.17333333333333,25.251258808791523,0.4839878381444836,0.11805486083423598,-1.0718625387270284,88,discrete_uniform_minmax,"{""low"": 7, ""high"": 99}",2043.6697719189654,0.31437659177641486,uniform,2038.8048596720676,0.030277273990476694,18.451999999999998
la37,la,15x15,15,15,225,5.0,36.0,58.0,79.0,99.0,55.86222222222222,26.880583214808677,0.48119430530129303,-0.24118693956250523,-1.0960420947821676,92,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2053.2446012202436,0.6110700011442183,uniform,2048.4826520215015,0.1734729024745312,12.766222222222224
la38,la,15x15,15,15,225,5.0,25.0,50.0,72.0,99.0,49.85333333333333,27.768346573546136,0.5570008004856808,0.07597469210065802,-1.1675064920415632,82,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2053.2446012202436,0.6305897306222041,uniform,2048.4826520215015,0.6312889165860724,7.056
la39,la,15x15,15,15,225,5.0,28.0,52.0,73.0,99.0,51.35111111111111,26.409317739995927,0.5142891199151016,-0.04526135012655325,-1.171375787927781,89,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2053.2446012202436,0.8461285349237436,uniform,2048.4826520215015,0.3142762567209063,10.463555555555553
la40,la,15x15,15,15,225,5.0,27.0,50.0,73.0,99.0,50.986666666666665,27.33660549519636,0.5361520429235688,0.07453888351156761,-1.1994671949765903,87,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2053.2446012202436,0.8980240797575485,uniform,2048.4826520215015,0.3581303260487945,9.906222222222222
la11,la,20x5,20,5,100,7.0,33.0,52.0,77.0,98.0,53.51,26.48708280569145,0.49499313783762755,0.04065280771463704,-1.174475638530203,61,discrete_uniform_minmax,"{""low"": 7, ""high"": 98}",908.3577154098081,0.730228259442123,uniform,906.1719013033702,0.5090629013616099,8.251
la12,la,20x5,20,5,100,5.0,22.0,42.5,66.5,98.0,46.76,27.501375539519046,0.5881389123079351,0.18903534470789465,-1.1990489577609362,57,discrete_uniform_minmax,"{""low"": 5, ""high"": 98}",912.6589564540008,0.19976983513638702,uniform,910.5198986306514,0.7270423033444042,6.128
la13,la,20x5,20,5,100,5.0,28.75,52.5,73.0,97.0,51.86,25.814419273426285,0.4977712933556939,-0.0029092618969463195,-1.0780159505753697,61,discrete_uniform_minmax,"{""low"": 5, ""high"": 97}",910.5198986306513,0.9406667026699812,uniform,908.357715409808,0.6042557713863822,7.316000000000001
la14,la,20x5,20,5,100,5.0,29.75,56.5,77.25,97.0,53.46,28.03548256813645,0.5244198011248868,-0.24923425696886264,-1.224331106051165,65,discrete_uniform_minmax,"{""low"": 5, ""high"": 97}",910.5198986306513,0.4987714062111551,uniform,908.357715409808,0.5690471485494502,7.657
la15,la,20x5,20,5,100,6.0,31.75,55.5,80.25,99.0,54.45,27.60192315068212,0.5069223719133539,-0.0767930401602318,-1.1874191674410068,66,discrete_uniform_minmax,"{""low"": 6, ""high"": 99}",912.6589564540008,0.9753367284778477,uniform,910.5198986306514,0.5090629013616099,8.251
la26,la,20x10,20,10,200,7.0,31.0,50.5,75.25,99.0,52.575,25.84908608164477,0.4916611713104093,0.09976223925428722,-1.124313768231476,86,discrete_uniform_minmax,"{""low"": 7, ""high"": 99}",1817.0397972613025,0.6406247255085248,uniform,1812.7154308196157,0.07520726790604489,15.622
la27,la,20x10,20,10,200,5.0,33.0,54.0,77.25,99.0,54.16,26.367796713369664,0.48685001317152266,-0.07849914008185223,-1.1222307278990993,82,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",1825.5507566402164,0.9317923725266992,uniform,1821.3179129080013,0.29886323052047736,10.672
la28,la,20x10,20,10,200,5.0,31.0,55.0,74.25,99.0,53.41,27.157125165160263,0.5084651781531598,-0.07030793329594993,-1.0959403304868076,85,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",1825.5507566402164,0.931184892832221,uniform,1821.3179129080013,0.7230441897645288,6.1675
la29,la,20x10,20,10,200,5.0,27.75,47.0,74.25,99.0,49.645,27.42846291518078,0.552491951156829,0.0876621508108663,-1.1892393382153785,88,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",1825.5507566402164,0.8470423415620776,uniform,1821.3179129080013,0.40689858158036873,9.3355
la30,la,20x10,20,10,200,5.0,30.0,56.5,79.0,99.0,53.4,27.842341494556408,0.5213921628194084,-0.15956782939580236,-1.2392540783603394,80,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",1825.5507566402164,0.7087062292943911,uniform,1821.3179129080013,0.34245050415591677,10.100000000000001
la31,la,30x10,30,10,300,5.0,27.75,50.0,74.25,99.0,50.63666666666666,26.50786446479299,0.5234914975602593,0.11188499516121624,-1.1430259227637045,92,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2736.3261349603245,0.4880473818675095,uniform,2729.976869362002,0.29959027198157506,10.661999999999997
la32,la,30x10,30,10,300,5.0,32.0,58.0,79.25,99.0,55.23,27.502698560207605,0.49796665870374085,-0.20856555604786522,-1.153161083362906,94,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2736.3261349603245,0.48941809746821496,uniform,2729.976869362002,0.15795656635652996,13.104000000000001
la33,la,30x10,30,10,300,5.0,27.0,48.0,74.0,99.0,49.89666666666667,27.21853813640928,0.5454981255209288,0.015638212573555056,-1.2188544200606457,92,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2736.3261349603245,0.7337122843389259,uniform,2729.976869362002,0.5926502809563277,7.428
la34,la,30x10,30,10,300,5.0,27.75,49.5,74.25,99.0,51.13666666666666,27.719775288212304,0.5420723933553022,0.07148331059772838,-1.2235836347339473,92,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2736.3261349603245,0.679394898147112,uniform,2729.976869362002,0.12394698522154173,13.954666666666666
la35,la,30x10,30,10,300,5.0,28.75,50.0,77.0,99.0,51.61666666666667,27.897861767398325,0.5404816616221826,0.0458710338444068,-1.1890903413559175,88,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2736.3261349603245,0.4073373910388978,uniform,2729.976869362002,0.06740549205916209,15.974999999999998
orb01,orb,10x10,10,10,100,5.0,31.75,52.0,82.25,99.0,54.09,28.68924234382334,0.5303982685121712,-0.03146525388658477,-1.1652100026378678,66,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",914.7753783201082,0.13485814254166145,uniform,912.6589564540005,0.4673217429821279,8.679999999999998
orb02,orb,10x10,10,10,100,6.0,24.0,54.0,78.0,99.0,52.55,28.886533509263764,0.5496961657328975,-0.05001553702017422,-1.380303884665866,56,discrete_uniform_minmax,"{""low"": 6, ""high"": 99}",912.6589564540008,0.08337935771265906,uniform,910.5198986306514,0.263042359558194,11.188000000000002
orb03,orb,10x10,10,10,100,5.0,25.75,52.5,81.0,99.0,52.92,28.202256518358112,0.5329224587747187,0.06404626035077456,-1.3711000298551677,60,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",914.7753783201082,0.2190377049254366,uniform,912.6589564540005,0.050353590410365974,16.897000000000002
orb04,orb,10x10,10,10,100,5.0,34.75,58.0,79.25,98.0,56.28,26.534551517642505,0.47147390756294427,-0.2065311639446208,-1.047624917365555,60,discrete_uniform_minmax,"{""low"": 5, ""high"": 98}",912.6589564540008,0.6443842304694127,uniform,910.5198986306514,0.4746972438498275,8.603
orb05,orb,10x10,10,10,100,5.0,25.75,48.5,73.25,99.0,49.08,27.35611762873474,0.5573781097949214,0.09234028437869005,-1.309313053873138,69,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",914.7753783201082,0.2835963332740599,uniform,912.6589564540005,0.09140399713483763,14.983000000000002
orb06,orb,10x10,10,10,100,6.0,38.75,55.0,80.0,99.0,56.14,26.6135911203887,0.47405755469164057,-0.16988995944613014,-0.9832281365327367,63,discrete_uniform_minmax,"{""low"": 6, ""high"": 99}",912.6589564540008,0.6617674732476704,uniform,910.5198986306514,0.1599993394780451,13.057999999999998
orb07,orb,10x10,10,10,100,0.0,15.75,22.0,29.0,59.0,24.07,11.512185024590424,0.4782793944574335,0.827656168206251,0.4747230423263886,39,discrete_uniform_minmax,"{""low"": 0, ""high"": 59}",822.8689124444201,2.4891516534586347e-12,lognorm,273.41242179823644,,
orb08,orb,10x10,10,10,100,5.0,20.75,44.0,66.5,97.0,45.6,28.013344583385166,0.6143277320917799,0.26490273692991945,-1.0694896890684604,61,discrete_uniform_minmax,"{""low"": 5, ""high"": 97}",910.5198986306513,0.27779386865453953,uniform,908.357715409808,0.6145378829346255,7.217
orb09,orb,10x10,10,10,100,5.0,29.75,51.5,74.25,99.0,51.81,28.33268983226466,0.5468575532187736,-0.06721710031196262,-1.207125232079686,66,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",914.7753783201082,0.649033463912374,uniform,912.6589564540005,0.8936258440574286,4.258
orb10,orb,10x10,10,10,100,5.0,30.5,61.0,78.25,99.0,55.49,28.062878532238123,0.5057285732967765,-0.25302234371321314,-1.173922358241686,64,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",914.7753783201082,0.5146760505769881,uniform,912.6589564540005,0.4842578080654132,8.504
swv01,swv,20x10,20,10,200,1.0,23.0,49.5,74.25,100.0,48.695,28.952082661740608,0.5945596603704817,-0.02595877729016974,-1.3116608480969527,86,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",1842.0680743952366,0.554420435872857,uniform,1842.0479400538356,,
swv02,swv,20x10,20,10,200,1.0,25.75,51.0,69.25,100.0,50.005,28.007087670784248,0.5600857448412008,0.09586851220914154,-0.9968656495208967,89,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",1842.0680743952366,0.03756608354257083,uniform,1842.0479400538356,,
swv03,swv,20x10,20,10,200,1.0,25.0,52.0,68.25,100.0,49.475,27.719872504365735,0.560280394226695,0.0009396457036244779,-1.1238543919889312,85,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",1842.0680743952366,0.2557046597269989,uniform,1842.0479400538356,,
swv04,swv,20x10,20,10,200,1.0,29.0,51.5,76.25,100.0,51.2,29.11923158740982,0.568734991941598,0.0006396696721666668,-1.1772531184193868,85,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",1842.0680743952366,0.9240759301265984,uniform,1842.0479400538356,,
swv05,swv,20x10,20,10,200,1.0,26.75,54.0,76.0,100.0,50.485,29.059456897469357,0.5756057620574301,-0.11882837055111678,-1.2274804222130897,88,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",1842.0680743952366,0.07341687854273769,uniform,1842.0479400538356,,
swv06,swv,20x15,20,15,300,1.0,26.0,51.5,75.25,100.0,50.79666666666667,29.204422894673424,0.5749279393924817,0.020385296704862114,-1.210318638896872,95,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",2763.102111592855,0.8831713784241684,uniform,2761.0719100807537,,
swv07,swv,20x15,20,15,300,1.0,23.0,46.0,74.0,100.0,48.54666666666667,29.113337900371818,0.5996979792715974,0.11230171629555631,-1.1433734475888007,94,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",2763.102111592855,0.03924375648645629,uniform,2761.0719100807537,,
swv08,swv,20x15,20,15,300,1.0,28.0,53.5,77.0,100.0,52.69,29.052608837547766,0.5513875277575966,-0.11805870877206565,-1.1340895342983943,98,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",2763.102111592855,0.6301784543581157,uniform,2761.0719100807537,,
swv09,swv,20x15,20,15,300,1.0,25.0,50.5,75.0,100.0,50.08,28.111702653645093,0.5613359156079292,-0.013365968200066275,-1.1903158012607433,94,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",2763.102111592855,0.3838265173713845,uniform,2761.0719100807537,,
swv10,swv,20x15,20,15,300,2.0,30.0,52.0,77.0,100.0,52.45666666666666,27.926470382936913,0.5323721875123005,-0.03482127345232517,-1.14046354386048,94,discrete_uniform_minmax,"{""low"": 2, ""high"": 100}",2761.0719100807537,0.8383859615204794,uniform,2754.980487202343,,
swv11,swv,50x10,50,10,500,1.0,27.0,48.0,75.0,100.0,50.798,28.708632275576427,0.5651528067163358,0.04803884427923356,-1.1663775957467957,99,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",4605.170185988091,0.1958644508951414,uniform,4599.11985013459,,
swv12,swv,50x10,50,10,500,1.0,28.0,51.0,75.0,100.0,51.052,28.97924929634236,0.5676418024042615,-0.0012189083479170325,-1.1332496698291932,100,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",4605.170185988091,0.09891984481485114,uniform,4599.11985013459,,
swv13,swv,50x10,50,10,500,1.0,24.75,55.0,79.0,100.0,51.72,29.968948525957714,0.5794460271840238,-0.07974620991939838,-1.2872867284450158,99,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",4605.170185988091,0.5872741678279128,uniform,4599.11985013459,,
swv14,swv,50x10,50,10,500,1.0,23.0,52.0,75.0,100.0,50.034,28.653776746594634,0.5726861083781956,-0.03701211274036004,-1.221587646479143,100,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",4605.170185988091,0.6371194071693982,uniform,4599.11985013459,,
swv15,swv,50x10,50,10,500,1.0,25.75,47.0,74.25,100.0,49.978,27.821314978524445,0.556671234913851,0.13461728826322564,-1.2047897963294276,98,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",4605.170185988091,0.08558679062301312,uniform,4599.11985013459,,
swv16,swv,50x10,50,10,500,1.0,25.0,52.0,76.25,100.0,50.666,29.622853862210572,0.5846692824026087,-0.012686507006159505,-1.2246130666560955,98,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",4605.170185988091,0.6828233064694742,uniform,4599.11985013459,,
swv17,swv,50x10,50,10,500,1.0,24.75,46.0,74.0,100.0,48.918,28.49271741852264,0.5824587558469815,0.11170995741713202,-1.1705072508137648,100,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",4605.170185988091,0.11270788004322972,uniform,4599.11985013459,,
swv18,swv,50x10,50,10,500,1.0,26.0,45.0,74.25,100.0,49.342,28.94561682650646,0.5866324191663584,0.13420237613316705,-1.1718302537351666,99,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",4605.170185988091,0.14206208922461447,uniform,4599.11985013459,,
swv19,swv,50x10,50,10,500,1.0,26.0,51.0,77.0,100.0,51.19,28.917925112040304,0.5649135595241318,0.05782688371375778,-1.1702573740227955,99,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",4605.170185988091,0.4865883244581801,uniform,4599.11985013459,,
swv20,swv,50x10,50,10,500,1.0,25.0,50.0,73.0,100.0,49.234,28.347317064751277,0.5757670931622715,0.013072675027346138,-1.1576975968434726,100,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",4605.170185988091,0.60384074983639,uniform,4599.11985013459,,
ta01,ta,15x15,15,15,225,1.0,27.0,53.0,79.0,99.0,51.87111111111111,29.22627717958238,0.5634403534749409,-0.0659175527027605,-1.3122828493714842,87,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",2067.8039325605655,0.8475020734257089,uniform,2067.235365401757,0.8475020734257089,4.846222222222222
ta02,ta,15x15,15,15,225,1.0,25.0,52.0,72.0,99.0,50.471111111111114,28.074205101186607,0.5562430563373535,0.012467907143819562,-1.1748318161982547,85,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",2067.8039325605655,0.4339577306116711,uniform,2067.235365401757,0.4339577306116711,9.036
ta03,ta,15x15,15,15,225,1.0,24.0,49.0,75.0,99.0,49.693333333333335,28.534271374211446,0.5742072318395113,0.020234845352196256,-1.2584840411318923,89,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",2067.8039325605655,0.8193441990837168,uniform,2067.235365401757,0.8193441990837168,5.168888888888888
ta04,ta,15x15,15,15,225,1.0,25.0,47.0,70.0,98.0,48.66222222222222,27.422970761695847,0.5635371651640849,0.048549485277840615,-1.1056580157979228,85,discrete_uniform_minmax,"{""low"": 1, ""high"": 98}",2067.2353654017575,0.6173630083585797,uniform,2062.6199403265223,0.7853502320684527,5.535555555555555
ta05,ta,15x15,15,15,225,1.0,24.0,50.0,75.0,99.0,50.00888888888889,28.951312441122457,0.5789233291194945,-0.020061576550517976,-1.2055186200659571,83,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",2067.8039325605655,0.9405306665767589,uniform,2067.235365401757,0.9405306665767589,3.511555555555555
ta06,ta,15x15,15,15,225,1.0,27.0,52.0,75.0,99.0,50.44888888888889,28.775738651173402,0.5703939033137182,-0.04264354840996414,-1.1991750962169816,93,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",2067.8039325605655,0.4179395014555162,uniform,2067.235365401757,0.4179395014555162,9.212000000000002
ta07,ta,15x15,15,15,225,1.0,26.0,51.0,78.0,99.0,51.346666666666664,29.198440516086276,0.5686530871738433,0.0062131356697991795,-1.2499940651114143,89,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",2067.8039325605655,0.6765230517465826,uniform,2067.235365401757,0.6765230517465826,6.6208888888888895
ta08,ta,15x15,15,15,225,1.0,23.0,51.0,80.0,99.0,50.675555555555555,30.991452994820342,0.6115661220693367,-0.0774546606678089,-1.3513603025216512,84,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",2067.8039325605655,0.25764042584955993,uniform,2067.235365401757,0.25764042584955993,11.270222222222223
ta09,ta,15x15,15,15,225,1.0,29.0,53.0,78.0,99.0,52.6,28.366856918392834,0.5392938577641223,-0.12590526421720968,-1.189528495857439,89,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",2067.8039325605655,0.4753704022611579,uniform,2067.235365401757,0.4753704022611579,8.596000000000002
ta10,ta,15x15,15,15,225,1.0,25.0,51.0,75.0,99.0,50.471111111111114,29.455176465859452,0.5836046763665355,-0.03630430596641899,-1.2118896759679136,93,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",2067.8039325605655,0.8945678384884111,uniform,2067.235365401757,0.8945678384884111,4.24488888888889
