file,n_jobs,n_machines,seed,num_nodes,node_x_cols,node_x_col0_min,node_x_col0_max,node_x_col0_mean,node_x_col0_median,node_x_col0_std,node_x_col0_range,node_x_col0_q1,node_x_col0_q3,node_x_col0_gini,node_x_col1_min,node_x_col1_max,node_x_col1_mean,node_x_col1_median,node_x_col1_std,node_x_col1_range,node_x_col1_q1,node_x_col1_q3,node_x_col1_gini,node_x_overall_mean,node_x_overall_std,num_conjunctive_edges,num_disjunctive_edges,num_nodes_total,num_edges_total,disj_graph_density,deg_d_min,deg_d_max,deg_d_mean,deg_d_median,deg_d_std,deg_d_range,deg_d_q1,deg_d_q3,deg_d_gini,clustering_min,clustering_max,clustering_mean,clustering_median,clustering_std,clustering_range,clustering_q1,clustering_q3,clustering_gini,conj_graph_density,deg_c_min,deg_c_max,deg_c_mean,deg_c_median,deg_c_std,deg_c_range,deg_c_q1,deg_c_q3,deg_c_gini,betweenness_min,betweenness_max,betweenness_mean,betweenness_median,betweenness_std,betweenness_range,betweenness_q1,betweenness_q3,betweenness_gini,speed,rddd,makespan_min,makespan_range,energy_sum_min,energy_sum_range,gen_features_raw,operation_cost_mean,operation_cost_std,makespan_lb_job_sum,makespan_lb_machine_sum,makespan_lb_meanload,energy_min_mean,energy_avg_mean,energy_max_mean,num_op_nodes
10-2-0.pt,10,2,0,22,2,0.0,98.0,58.40909090909091,62.5,31.12534642510256,98.0,45.0,83.25,0.2976653696498055,-1.0,1.0,0.36363636363636365,0.0,0.6428243465332251,2.0,0.0,1.0,0.5454545454545454,29.386363983154297,36.42689895629883,30,180,22,210,0.38961038961038963,0.0,9.0,8.181818181818182,9.0,2.5873180855923104,9.0,9.0,9.0,0.09090909090909105,0.0,1.0,0.9090909090909091,1.0,0.28747978728803447,1.0,1.0,1.0,0.09090909090909105,0.12987012987012986,2.0,10.0,2.727272727272727,2.0,2.2998382983042758,8.0,2.0,2.0,0.24242424242424243,0.02666666666666667,0.4285714285714286,0.0632034632034632,0.02666666666666667,0.11553949546242911,0.40190476190476193,0.02666666666666667,0.02666666666666667,0.525529265255293,1,0,179,1106,1081,0,{},64.65192413330078,26.204273223876953,179.0,704.0,642.5,54.05,54.05,54.05,20
10-20-0.pt,10,20,0,202,2,0.0,99.0,52.93069306930693,54.5,25.963133583222366,99.0,30.25,72.0,0.2825634415293381,-1.0,19.0,9.396039603960396,9.0,5.831086388802609,20.0,4.0,14.0,0.35643564356435653,31.163366317749023,28.772544860839844,210,1800,202,2010,0.04433279148810403,0.0,9.0,8.910891089108912,9.0,0.8910891089108912,9.0,9.0,9.0,0.00990099009900991,0.0,1.0,0.9900990099009901,1.0,0.099009900990099,1.0,1.0,1.0,0.00990099009900991,0.010344318013890942,2.0,10.0,2.0792079207920793,2.0,0.792079207920792,8.0,2.0,2.0,0.03771805752003776,0.0459502487562189,0.4477611940298507,0.06293286045022412,0.057890547263681584,0.040231898724172245,0.4018109452736318,0.048338308457711435,0.06823880597014925,0.1628393584505603,1,0,1303,9389,12010,0,{},53.97208023071289,25.535764694213867,1303.0,703.0,534.6,60.05,60.05,60.05,200
10-21-0.pt,10,21,0,212,2,0.0,99.0,53.235849056603776,55.5,25.94898910554817,99.0,30.75,73.0,0.28079119563727306,-1.0,20.0,9.89622641509434,10.0,6.119762674648358,21.0,5.0,15.0,0.35534591194968557,31.566038131713867,28.722490310668945,220,1890,212,2110,0.04225163194133953,0.0,9.0,8.915094339622641,9.0,0.8700241216380793,9.0,9.0,9.0,0.00943396226415083,0.0,1.0,0.9905660377358491,1.0,0.09666934684867547,1.0,1.0,1.0,0.00943396226415083,0.009836358758830368,2.0,10.0,2.0754716981132075,2.0,0.7733547747894037,8.0,2.0,2.0,0.03602058319039436,0.046043782441886706,0.44786729857819907,0.06294971534173893,0.05507109004739336,0.03935773543863746,0.40182351613631234,0.0492936131798691,0.06915368991198374,0.16017257616926006,1,0,1399,9887,12575,0,{},54.26454544067383,25.54142189025879,1399.0,694.0,537.4285714285714,59.88095238095238,59.88095238095238,59.88095238095238,210
10-22-0.pt,10,22,0,222,2,0.0,99.0,52.590090090090094,51.5,25.789139605917555,99.0,30.0,72.0,0.28251982174894374,-1.0,21.0,10.396396396396396,10.0,6.408439367127474,22.0,5.0,16.0,0.35435435435435436,31.493244171142578,28.251564025878906,230,1980,222,2210,0.040357099180628596,0.0,9.0,8.91891891891892,9.0,0.8503855525703933,9.0,9.0,9.0,0.009009009009009139,0.0,1.0,0.990990990990991,1.0,0.09448728361893258,1.0,1.0,1.0,0.009009009009009139,0.009375891728832905,2.0,10.0,2.0720720720720722,2.0,0.7558982689514606,8.0,2.0,2.0,0.03446925186055627,0.046301933360756886,0.44796380090497734,0.06296522767111001,0.05617441382147264,0.038545011165886475,0.40166186754422045,0.04827642945290003,0.0699958864664747,0.15773873057312193,1,0,1355,10320,13257,0,{},53.59177017211914,25.409074783325195,1355.0,688.0,530.6818181818181,60.25909090909091,60.25909090909091,60.25909090909091,220
10-23-0.pt,10,23,0,232,2,0.0,99.0,52.56896551724138,52.5,25.70395922070179,99.0,30.0,72.0,0.28171828524897924,-1.0,22.0,10.89655172413793,11.0,6.697116351067704,23.0,5.0,17.0,0.35344827586206895,31.732759475708008,28.052093505859375,240,2070,232,2310,0.038625167935512766,0.0,9.0,8.922413793103448,9.0,0.832019376317866,9.0,9.0,9.0,0.008620689655172376,0.0,1.0,0.9913793103448276,1.0,0.0924465973686518,1.0,1.0,1.0,0.008620689655172376,0.008956560680698611,2.0,10.0,2.0689655172413794,2.0,0.7395727789492144,8.0,2.0,2.0,0.03304597701149414,0.04638057594579333,0.44805194805194803,0.06297954918644573,0.057221908526256346,0.037786991885464305,0.4016713721061547,0.04909090909090909,0.07077357425183511,0.15551373400761115,1,0,1411,10785,13862,0,{},53.55276870727539,25.343460083007812,1411.0,719.0,530.2608695652174,60.2695652173913,60.2695652173913,60.2695652173913,230
10-24-0.pt,10,24,0,242,2,0.0,99.0,52.51239669421488,52.5,25.96186513645148,99.0,30.0,72.0,0.2848690354484842,-1.0,23.0,11.396694214876034,11.0,6.985793540166664,24.0,5.0,17.0,0.3526170798898072,31.954545974731445,28.000629425048828,250,2160,242,2410,0.03703576694900724,0.0,9.0,8.925619834710744,9.0,0.8147938871977678,9.0,9.0,9.0,0.008264462809917328,0.0,1.0,0.9917355371900827,1.0,0.0905326541330853,1.0,1.0,1.0,0.008264462809917328,0.008573094201159082,2.0,10.0,2.0661157024793386,2.0,0.7242612330646824,8.0,2.0,2.0,0.031735537190082486,0.04659751037344398,0.4481327800829875,0.0629928100316633,0.05821576763485477,0.037077929368085544,0.40153526970954356,0.04991701244813278,0.07149377593360996,0.1534675411228561,1,0,1471,11237,14486,0,{},53.47548294067383,25.627546310424805,1471.0,697.0,529.5,60.358333333333334,60.358333333333334,60.358333333333334,240
10-25-0.pt,10,25,0,252,2,0.0,99.0,52.992063492063494,53.5,26.02318747229461,99.0,30.0,73.0,0.28300776653330195,-1.0,24.0,11.896825396825397,12.0,7.274470869405636,25.0,6.0,18.0,0.35185185185185186,32.44444274902344,28.058273315429688,260,2250,252,2510,0.035571997723392146,0.0,9.0,8.928571428571429,9.0,0.7985957062499248,9.0,9.0,9.0,0.007936507936507908,0.0,1.0,0.9920634920634921,1.0,0.08873285624999165,1.0,1.0,1.0,0.007936507936507908,0.008221083918295074,2.0,10.0,2.0634920634920637,2.0,0.7098628499999332,8.0,2.0,2.0,0.03052503052503064,0.04666454183266932,0.448207171314741,0.06300512236767217,0.05584382470119521,0.03641288333659521,0.4015426294820717,0.048959362549800794,0.0673179282868526,0.1515830796168045,1,0,1644,11710,15022,0,{},53.946842193603516,25.699953079223633,1644.0,689.0,534.16,60.088,60.088,60.088,250
10-26-0.pt,10,26,0,262,2,0.0,99.0,53.33206106870229,54.5,26.239073384703843,99.0,30.25,74.0,0.2836126706740316,-1.0,25.0,12.396946564885496,12.0,7.563148289606637,26.0,6.0,19.0,0.35114503816793907,32.864501953125,28.138336181640625,270,2340,262,2610,0.03421953145564622,0.0,9.0,8.931297709923664,9.0,0.7833266279307055,9.0,9.0,9.0,0.007633587786259666,0.0,1.0,0.9923664122137404,1.0,0.0870362919923006,1.0,1.0,1.0,0.007633587786259666,0.007896814951302974,2.0,10.0,2.0610687022900764,2.0,0.6962903359384048,8.0,2.0,2.0,0.029403449250777536,0.046849395814913056,0.4482758620689655,0.06301658331139774,0.05675213675213675,0.03578758130134525,0.4014264662540525,0.049678750368405536,0.0680695549661067,0.1498388323083646,1,0,1584,12389,15581,0,{},54.27229690551758,25.934144973754883,1584.0,733.0,537.4230769230769,59.926923076923075,59.926923076923075,59.926923076923075,260
10-27-0.pt,10,27,0,272,2,0.0,99.0,53.31617647058823,54.0,26.15330993726684,99.0,30.0,74.0,0.28278553870865686,-1.0,26.0,12.897058823529411,13.0,7.851825763481332,27.0,6.0,20.0,0.35049019607843146,33.10661697387695,27.950843811035156,280,2430,272,2710,0.03296613848491426,0.0,9.0,8.933823529411764,9.0,0.7689011054970608,9.0,9.0,9.0,0.007352941176470562,0.0,1.0,0.9926470588235294,1.0,0.08543345616634007,1.0,1.0,1.0,0.007352941176470562,0.00759713479487736,2.0,10.0,2.0588235294117645,2.0,0.6834676493307206,8.0,2.0,2.0,0.028361344537815247,0.04690720240535738,0.4483394833948339,0.06302727733159685,0.05762197621976221,0.03519830699141593,0.40143228098947653,0.048875222085554185,0.06877408774087741,0.14822236628168262,1,0,1653,12849,16183,0,{},54.234130859375,25.864015579223633,1653.0,683.0,537.1111111111111,59.93703703703704,59.93703703703704,59.93703703703704,270
10-28-0.pt,10,28,0,282,2,0.0,99.0,53.276595744680854,53.5,26.36113257045041,99.0,30.0,74.0,0.28529482851078947,-1.0,27.0,13.397163120567376,13.0,8.140503262732274,28.0,6.0,20.0,0.3498817966903074,33.33687973022461,27.895893096923828,290,2520,282,2810,0.031801317483152874,0.0,9.0,8.936170212765957,9.0,0.7552442276297381,9.0,9.0,9.0,0.007092198581560405,0.0,1.0,0.9929078014184397,1.0,0.08391602529219314,1.0,1.0,1.0,0.007092198581560405,0.00731935084929709,2.0,10.0,2.0567375886524824,2.0,0.6713282023375451,8.0,2.0,2.0,0.02739056003912932,0.0470665988815455,0.4483985765124555,0.06303727821104971,0.05845449923741739,0.034641810736413294,0.40133197763091,0.049506863243518044,0.06943568886629385,0.14671787043221052,1,0,1760,13264,16801,0,{},54.18803787231445,26.086130142211914,1760.0,706.0,536.5714285714286,60.003571428571426,60.003571428571426,60.003571428571426,280
10-29-0.pt,10,29,0,292,2,0.0,99.0,53.03767123287671,53.0,26.4505603441978,99.0,30.0,74.0,0.287557792616167,-1.0,28.0,13.897260273972602,14.0,8.42918076590556,29.0,7.0,21.0,0.34931506849315075,33.467464447021484,27.718847274780273,300,2610,292,2910,0.030716000564891963,0.0,9.0,8.938356164383562,9.0,0.7422900767748674,9.0,9.0,9.0,0.006849315068493178,0.0,1.0,0.9931506849315068,1.0,0.08247667519720751,1.0,1.0,1.0,0.006849315068493178,0.007061149555147578,2.0,10.0,2.0547945205479454,2.0,0.6598134015776601,8.0,2.0,2.0,0.02648401826484026,0.04711695698542481,0.4484536082474227,0.06304665066139437,0.05640715724611922,0.03411523687339739,0.4013366512619979,0.050150491764427076,0.07005806375162936,0.14531607805189872,1,0,1764,13723,17449,0,{},53.92359924316406,26.196956634521484,1764.0,751.0,534.0344827586207,60.16896551724138,60.16896551724138,60.16896551724138,290
10-3-0.pt,10,3,0,32,2,0.0,98.0,56.9375,58.0,29.15897964178445,98.0,41.25,81.0,0.29051180021953904,-1.0,2.0,0.875,1.0,0.9270248108869579,3.0,0.0,2.0,0.47916666666666674,28.90625,34.80378723144531,40,270,32,310,0.2721774193548387,0.0,9.0,8.4375,9.0,2.178553132241672,9.0,9.0,9.0,0.0625,0.0,1.0,0.9375,1.0,0.24206145913796356,1.0,1.0,1.0,0.0625,0.08064516129032258,2.0,10.0,2.5,2.0,1.9364916731037085,8.0,2.0,2.0,0.1875,0.026021505376344088,0.43548387096774194,0.06236559139784946,0.043225806451612905,0.09665823399055663,0.40946236559139787,0.026021505376344088,0.043225806451612905,0.42780172413793127,1,0,266,1556,1678,0,{},61.18535232543945,25.89724349975586,266.0,664.0,607.3333333333334,55.93333333333333,55.93333333333333,55.93333333333333,30
10-30-0.pt,10,30,0,302,2,0.0,99.0,52.73841059602649,52.5,26.330573876248938,99.0,30.0,74.0,0.2878241663017984,-1.0,29.0,14.397350993377483,14.0,8.717858256786062,30.0,7.0,22.0,0.3487858719646799,33.5678825378418,27.42552375793457,310,2700,302,3010,0.029702316780708896,0.0,9.0,8.940397350993377,9.0,0.7299803869221391,9.0,9.0,9.0,0.0066225165562914245,0.0,1.0,0.9933774834437086,1.0,0.0811089318802377,1.0,1.0,1.0,0.0066225165562914245,0.006820532001496116,2.0,10.0,2.052980132450331,2.0,0.6488714550419015,8.0,2.0,2.0,0.0256355479598378,0.047255813953488386,0.44850498338870437,0.06305545165856272,0.05717829457364342,0.03361606448581331,0.401249169435216,0.049382059800664464,0.07064451827242527,0.1440051120423691,1,0,1868,14059,18103,0,{},53.6090087890625,26.0854549407959,1868.0,656.0,530.9,60.343333333333334,60.343333333333334,60.343333333333334,300
10-31-0.pt,10,31,0,312,2,0.0,99.0,52.75961538461539,52.5,26.231768464500213,99.0,30.0,74.0,0.2866482003305404,-1.0,30.0,14.897435897435898,15.0,9.006535723188486,31.0,7.0,23.0,0.3482905982905984,33.82852554321289,27.25798797607422,320,2790,312,3110,0.028753400939896118,0.0,9.0,8.942307692307692,9.0,0.7182634383455038,9.0,9.0,9.0,0.0064102564102563875,0.0,1.0,0.9935897435897436,1.0,0.07980704870505599,1.0,1.0,1.0,0.0064102564102563875,0.006595762222771869,2.0,10.0,2.051282051282051,2.0,0.6384563896404479,8.0,2.0,2.0,0.024839743589743613,0.04730007260657609,0.4485530546623794,0.06306373155247755,0.05792137745047195,0.03314205867554496,0.4012529820558033,0.049955398817550054,0.07119800850534178,0.14277792574344073,1,0,1899,14562,18701,0,{},53.61893081665039,25.999004364013672,1899.0,676.0,531.0,60.325806451612905,60.325806451612905,60.325806451612905,310
10-32-0.pt,10,32,0,322,2,0.0,99.0,52.49068322981366,51.5,26.275208070737065,99.0,30.0,73.75,0.2885890971041687,-1.0,31.0,15.397515527950311,15.0,9.295213156039969,32.0,7.0,23.0,0.34782608695652173,33.94409942626953,27.062328338623047,330,2880,322,3210,0.027863237940442327,0.0,9.0,8.944099378881987,9.0,0.7070931414041095,9.0,9.0,9.0,0.006211180124223725,0.0,1.0,0.9937888198757764,1.0,0.07856590460045662,1.0,1.0,1.0,0.006211180124223725,0.006385325361351367,2.0,10.0,2.049689440993789,2.0,0.628527236803653,8.0,2.0,2.0,0.024091850178806773,0.047422118380062314,0.4485981308411215,0.06307153499351793,0.058637071651090354,0.03269123022578542,0.40117601246105916,0.0505373831775701,0.07172118380062306,0.1416254252131688,1,0,1923,14979,19362,0,{},53.33797073364258,26.05522346496582,1923.0,709.0,528.1875,60.50625,60.50625,60.50625,320
10-33-0.pt,10,33,0,332,2,0.0,99.0,52.5722891566265,52.5,26.217192065894526,99.0,30.0,73.25,0.2875058156310357,-1.0,32.0,15.897590361445783,16.0,9.583890548679264,33.0,8.0,24.0,0.3473895582329316,34.23493957519531,26.941686630249023,340,2970,332,3310,0.02702653514359553,0.0,9.0,8.94578313253012,9.0,0.6964282723372661,9.0,9.0,9.0,0.0060240963855420215,0.0,1.0,0.9939759036144579,1.0,0.07738091914858512,1.0,1.0,1.0,0.0060240963855420215,0.0061878935682306265,2.0,10.0,2.0481927710843375,2.0,0.619047353188681,8.0,2.0,2.0,0.023387668320340227,0.04746132015014191,0.4486404833836858,0.06307890170955727,0.05683603405657787,0.032261801999765465,0.40117916323354386,0.0498049986267509,0.06855442643962283,0.14054215740346288,1,0,2030,15424,19949,0,{},53.41351318359375,25.996631622314453,2030.0,665.0,528.9090909090909,60.45151515151515,60.45151515151515,60.45151515151515,330
10-34-0.pt,10,34,0,342,2,0.0,99.0,52.99122807017544,53.0,26.114288491247937,99.0,30.0,74.0,0.2841842923260254,-1.0,33.0,16.39766081871345,16.0,9.872567896318172,34.0,8.0,25.0,0.34697855750487316,34.69444274902344,26.916242599487305,350,3060,342,3410,0.026238617070535576,0.0,9.0,8.947368421052632,9.0,0.6862318321265946,9.0,9.0,9.0,0.005847953216374213,0.0,1.0,0.9941520467836257,1.0,0.0762479813473994,1.0,1.0,1.0,0.005847953216374213,0.006002298022671537,2.0,10.0,2.046783625730994,2.0,0.6099838507791951,8.0,2.0,2.0,0.022723475355054257,0.047569432465068145,0.4486803519061584,0.06308586716057006,0.0575056063481111,0.031852180785809196,0.40111091944109023,0.05032948076591341,0.06909780921166121,0.13952104204402715,1,0,2088,16035,20465,0,{},53.8219108581543,25.89036750793457,2088.0,708.0,533.0294117647059,60.19117647058823,60.19117647058823,60.19117647058823,340
